question,answer
'نحوه درخواست ایجاد درگاه پرداخت اینترنتی تجارت در سایت ارائه دهندگان خدمات و کالا به چه صورت می باشد؟','متقاضیان (صاحبان فروشگاههای الکترونیکی) می توانند در صورت دارا بودن نماد اعتماد الکترونیکی جهت  استفاده از خدمات درگاه پرداخت اینترنتی در سایت خود، به شعب بانک تجارت مراجعه نمایند.'
'روش دریافت نماد اعتماد الکترونیکی به چه صورت می باشد؟','دریافت نماد اعتماد الکترونیکی بعنوان یکی از شروط و مدارک مورد نیاز جهت دریافت خدمات درگاه پرداخت اینترنتی بانک برای فروشگاههای الکترونیکی می باشد. نماد اعتماد الکترونیکی مربوط به فروشگاههای اینترنتی بوده و به نهادهای دولتی تسری پیدا نمی نماید. لذا متقاضیان می توانند از طریق آدرس الکترونیکی: www.enamad.ir <http://www.enamad.ir>   نماد اعتماد الکترونیکی دریافت نمایند.'
'سقف انتقال وجه از طریق خدمات پایا و ساتنای اینترنتی چه مبلغی می باشد؟','سقف انتقال وجه از سامانه پایا در یک شبانه روز در محیط اینترنت بانک مجموعاً مبلغ 600،000،000 ریال (در 4 مرحله 150،000،000 ریالی)  و انتقال وجه از سامانه ساتنا در یک شبانه روز در محیط اینترنت بانک با رمز از 150،000،000 تا 500،000،000 ریال و با دستگاه تولید رمز (Token) تا 2 میلیارد ریال می باشد.'
'انتقال وجه شتابی از چه بسترهایی امکان پذیر می باشد؟','انتقال وجه شتابی از طریق سایت بانک تجارت قسمت خدمات اینترنتی کارت، دستگاههای خودپرداز، نرم افزار موبایل بانک تجارت (نرم افزار اندروید و IOS) و دستگاههای Pin Pad داخل شعب امکان پذیر می باشد.'
'سقف انتقال وجه شتابی چه مبلغی می باشد؟','سقف انتقال وجه شتابی در یک شبانه روز 30،000،000 ریال می باشد.'
'جهت استفاده از خدمات اینترنت بانک چه اقداماتی باید انجام گیرد؟','مشتریان می توانند به نزدیک ترین شعبه بانک تجارت در سراسر کشور مراجعه و پس از تکمیل فرم تقاضا نسبت به برقراری سرویس مذکور برای هر یک از حسابهای بانکی خود و دریافت رمزهای مربوطه اقدام نمایند. سپس به منظور ارتباط با این سرویس و انجام امور بانکی می توانند پس از ورود به سایت اینترنتی بانک به نشانی www.tejaratbank.ir  و انتخاب گزینه بانکداری الکترونیک، ورود به سامانه اینترنت بانک و انتخاب سامانه جدید اقدام نمایند.'
'جهت استفاده از خدمات موبایل بانک چه اقداماتی باید انجام گیرد؟','مشتریان می توانند به نزدیک ترین شعبه بانک تجارت در سراسر کشور مراجعه و پس از تکمیل فرم تقاضا نسبت به برقراری سرویس مذکور برای هر یک از حسابهای بانکی خود و دریافت رمزهای مربوطه اقدام نمایند. سپس جهت دریافت نرم افزار همراه بانک به سایت بانک تجارت مراجعه نموده و نرم افزار متناسب با مدل گوشی را دریافت و روی گوشی همراه خود نصب نمایند.'
'جهت استفاده از خدمات تلفنبانک چه اقداماتی باید انجام گیرد؟','مشتریان می توانند به شعبه مراجعه و پس از تکمیل فرم تقاضا نسبت به برقراری سرویس مذکور برای هر یک از حسابهای بانکی خود و دریافت رمزهای مربوطه اقدام نمایند. جهت ارتباط با سیستم تلفنبانک در تهران با شماره 81277 و در شهرستان ها علاوه بر امکان ارتباط از طریق شماره تلفنبانک متمرکز استان مربوطه از طریق شماره 81277-021 نیز امکانپذیر خواهد بود.'
'دریافت صورتحساب از بانکداری اینترنتی برای چه دوره هایی امکان پذیر است؟','در بانکداری اینترنتی امکان دریافت صورتحساب تا 18 ماه اخیر و حداکثر تا 300 گردش آخر وجود دارد.'
'نحوه بازیابی رمز شارژ تلفن همراه خریداری شده از طریق موبایل بانک به چه صورت است؟','ابتدا وارد نرم افزار موبایل بانک تجارت شده پس از انتخاب منوی شارژ سیم کارت، دفترچه سیاه رنگ را انتخاب  و در آخر با زدن گزینه به روز رسانی می توانید نسبت به بازیابی شارژ اقدام نمایید.'
'آیا دریافت دستگاه تولید رمز (Token (هزینه دارد؟',' بله. هزینه دستگاه تولید رمز  ( Token)  200هزار ریال می باشد.'
'سقف برداشت وجه نقد ازدستگاه خودپرداز چه مبلغی می باشد؟','در حال حاضر سقف برداشت وجه نقد از دستگاه های خودپرداز تجارت 2 میلیون ریال می باشد.'
'تغییر رمز موبایل بانک از چه روشی امکان پذیر است؟',' مشتریان می توانند برای تغییر رمز موبایل بانک ابتدا منوی حساب ها و کارت ها را انتخاب، از لیست بازشونده همه حسابها را انتخاب نموده و روی شماره حساب مورد نظر کلیک نمایید تا پنجره مربوط به تغییر رمز باز شده و رمز موبایل بانک را به دلخواه تغییر دهند . '
'تغییر رمز تلفنبانک از چه روشی امکان پذیر است؟','مشتریان برای تغییر رمز تلفن بانک پس از ارتباط با شماره تلفن 02181277 و یا تلفن بانک متمرکز استان خود می بایست شماره حساب و رمز اول تلفن بانک را وارد نمایند. سپس با انتخاب کلید شماره 3 می توانند رمز اول تلفن بانک خود را تغییر دهند. جهت تغییر رمز دوم تلفن بانک می بایست بعد از انتخاب کلید شماره 5 ، کلید شماره 3 را انتخاب نموده و نسبت به تغییر رمز اقدام نمایند.'
'تغییر رمز اینترنت بانک از چه روشی امکان پذیر است؟','- مشتریان جهت تغییر رمز بانکداری اینترنتی می بایست ابتدا از آدرس www.ib.tejaratbank.net وارد بانکداری اینترنتی شده، منوی تنظیمات و سپس گزینه تغییر رمز بانکداری اینترنتی را انتخاب نمایند. نهایتاً رمز عبور فعلی و جدیدرا وارد و تایید نمایند.'
'تغییر رمز دوم اینترنتی از چه روشی امکان پذیر است؟','مشتریان می بایست به دستگاههای خودپرداز بانک تجارت مراجعه نمایند، از منوی سایر خدمات تعیین رمز دوم اینترنتی را انتخاب کرده، رمز دلخواه خود را بین 5 تا 12 رقم وارد نموده و سپس تأیید نمایند. دستگاه خودپرداز برگه ای حاوی تاریخ انقضای کارت و CVV2 به مشتریان ارائه میکند. قابل ذکر است این عملیات می تواند چندین بار توسط مشتری بدون داشتن رمز قبلی انجام شود.'
'روش معرفی شماره کارت مبدأ تجارت در نرم افزار موبایل بانک چیست؟','مشتریان می بایست پس از دریافت آخرین نسخه موبایل بانک ، از منوی حساب ها و کارت ها در نرم افزار موبایل بانک گزینه (+ کارت) را انتخاب و اطلاعات درخواستی شامل شماره کارت ، عنوان، cvv2 و تاریخ انقضای کارت را وارد نمایند. (نکته قابل توجه اینکه قبلاً جهت ثبت نام و دریافت رمز موبایل بانک به شعبه مراجعه شود.)'
'روش انتقال وجه شتابی از طریق موبایل بانک چیست؟','بعد از اینکه شماره کارت به عنوان حساب مبدا به نرم افزار موبایل بانک اضافه شد (به طریق ذیل از منوی حساب ها و کارت ها در نرم افزار موبایل بانک گزینه (+ کارت) را انتخاب و اطلاعات درخواستی شامل شماره کارت ، عنوان، cvv2 و تاریخ انقضای کارت را وارد نمایند. نکته قابل توجه اینکه قبلاً جهت ثبت نام و دریافت رمز موبایل بانک به شعبه مراجعه شود.)، ابتدا روش اتصال نرم افزار به مرکز را به صورت اینترنتی تنظیم نموده، سپس از منوی انتقال وجه قسمت حساب مبدأ، شماره کارت تجارت که قبلا تعریف شده است را انتخاب کرده، در قسمت بعد با رعایت حداکثر سقف انتقال وجه که در این قسمت 30 میلیون ریال می باشد، مبلغ مورد نظر را وارد نموده، در مرحله آخر شماره کارت مقصد را ثبت و عملیات انتقال وجه را انجام دهید.'
'آیا امکان ارسال پیامک تراکنشها برای حسابهای حقوقی و مشترک وجود دارد؟','بله. حساب های حقوقی،‌ امکان دریافت پیامک مانده صبحگاهی برای حداکثر سه نفر از مدیران شرکت (صاحبان امضاء) را دارند و برای حساب های مشترک حقیقی نیز امکان دریافت پیامک لحظه ای، حداکثر برای دونفر از صاحبان حساب ایجاد گردیده است.'
'نحوه فعال سازی پیامک ارسال تراکنش ها به چه صورت است؟','مشتریان می توانند با مراجعه به یکی از روش های ذیل اقدام نمایند: 1- با مراجعه به یکی از شعب بانک تجارت و تکمیل فرم ثبت نام خدمات نوین جهت فعالسازی پیامک لحظه ای اقدام نمایند.2-   در صورت  داشتن رمز تلفنبانک تجارت و شماره گیری 81277 021و یا تلفنبانک استان خود پس از وارد نمودن شماره حساب و رمز خود ، از طریق منوی شماره 4 نسبت به فعال سازی ارسال تراکنش های لحظه ای اقدام نمایند. 3-     همچنین مشتریان در صورتیکه دارای حساب کارت باشند می توانند با داشتن رمز دوم اینترنتی و CVV2 ضمن مراجعه به سایت بانک تجارت ، قسمت درگاه خدمات اینترنتی کارت و انتخاب منوی مدیریت ارسال پیامک لحظه ای نسبت به فعال سازی آن اقدام نمایند.'
'آیا امکان استفاده از تجارت کارت و سایر ابزارهای پرداخت مانند همراه بانک، اینترنت بانک و تلفنبانک برای همه اشخاص دارای حساب در بانک امکان پذیر است؟','خیر. فعال سازی این ابزارها برای حساب های اشخاص کمتر از 7 سال ممنوع است.'
'اعطای ابزار پرداخت برای (عملیات دریافت و پرداخت و انتقال وجه) از سوی بانک به چه اشخاصی ممنوع است؟','اشخاص محجور'
'آیا امکان انتقال وجه پایا از طریق موبایل بانک تجارت وجود دارد؟','بله. مشتریان می توانند از طریق موبایل بانک (نرم افزار اندورید و IOS) با انتخاب منوی انتقال وجه پایا و داشتن شناسه شبای حساب مقصد، وجه مورد نظر خود را تا سقف 150.000.000 ریال، روزانه به سایر بانکها انتقال دهند.'
'شرایط دریافت وام ازدواج به چه صورت است؟','متقاضیان دریافت وام ازدواج می توانند در سامانه تسهیلات ازدواج بانک مرکزی به آدرس ve.cbi.ir ثبت نام کنند. تمامی متقاضیان معرفی شده توسط این سامانه براساس آدرس عقدنامه به نزدیکترین شعبه تحت پوشش معرفی شده و پس از تعیین شعبه توسط مدیریتهای شعب، اطلاعات به صورت لحظه ای به بانک مرکزی ارسال می شود تا متقاضیان ضمن مراجعه مجدد به سایت و با مشخص شدن نام و آدرس شعبه مورد نظر جهت اخذ تسهیلات با مدارک مورد نیاز به شعبه مراجعه کنند. متقاضی طبق مدارک اعلام شده در سامانه می بایست ظرف مدت زمانی که از طرف سایت اعلام می شود به شعبه تعیین شده مراجعه کند در غیر اینصورت اطلاعات مربوطه از سایت حذف و متقاضی باید نسبت به ثبت نام مجدد اقدام کند.'
'شرایط افتتاح حساب جاری چیست؟','متقاضی 18 سال شمسی تمام داشته باشد، دارای سواد خواندن و نوشتن باشد، حداقل یک نفر از مشتریان که نزد بانک تجارت حساب سپرده قرض الحسنه جاری دارد معرف متقاضی جهت افتتاح حساب باشد، نداشتن سابقه چک برگشتی، تکمیل کارت حساب سپرده قرض الحسنه جاری توسط مشتری در حضور متصدی افتتاح حساب مزبور با درج کامل مشخصات کدملی، شناسنامه و درج نشانی کامل محل سکونت و محل کار متقاضی همراه با کدپستی و  شماره تلفن برای تماس، مشتری در حضور متصدی ، کارت نمونه امضاء را امضاء نماید. پس از تکمیل کارت حساب سپرده قرض الحسنه جاری لازم است کارت توسط رئیس و یا معاون شعبه بررسی و درصورت تأیید امضاء گردد و کارت مزبور بدون خط خوردگی تنظیم شود.'
'شرایط افتتاح حساب کارت چیست؟','کسب اطمینان از اعتبار مشتری (ارائه اصل و کپی شناسنامه و کارت ملی)، تکمیل و امضا تعهد نامه و فرم تقاضای صدور کارت توسط مشتریان.'
'نرخ سود سپرده های کوتاه مدت ویژه و سپرده های بلند مدت چقدر است؟','کوتاه مدت 10%  یکساله 16%   دو ساله 18% '
'در صورت فراموشی رمز ورود به همراه بانک تجارت چه باید کرد؟','به منظور تعیین رمز جدید، در صفحه ورود همراه بانک، با لمس گزینه ثبت نام/فراموشی رمز وارد سامانه خدمات غیرحضوری بانک تجارت به آدرس my.tejaratbank.ir نمایش داده می‌شود که گزینه فراموشی رمز خدمات نوین در این قسمت موجود است. همچنین می‌توان به یکی از شعب بانک تجارت در سراسر کشور مراجعه و با تکمیل فرم درخواست رمز، رمز جدید دریافت نمود.'
'از چه طریقی می توان رمز ورود و رمز همراه بانک را تغییر داد؟','از 3 طریق: 1- پس از ورود به همراه بانک، در بخش حساب کاربری، منوی تنظیمات، تغییر رمز ورود، با وارد کردن رمز فعلی، می‌توانید رمز ورود را به رمز دلخواه تغییر دهید. 2- از طریق مراجعه به سامانه خدمات غیرحضوری بانک تجارت به آدرس my.tejaratbank.ir و انتخاب گزینه فراموشی رمز همراه بانک تجارت. 3- از طریق مراجعه به شعب بانک تجارت و تکمیل فرم درخواست رمز'
'آیا امکان حذف حساب ها وجود دارد؟','در همراه بانک تجارت امکان حذف حساب وجود ندارد و به منظور غیرفعالسازی آن باید به یکی از شعب بانک تجارت مراجعه نمود. در صورت تمایل برای عدم نمایش حساب مورد نظر، در منوی جزییات، گزینه عدم نمایش را انتخاب کنید. به منظور بازگرداندن حساب مورد نظر، در بخش حساب کاربری، در منوی تنظیمات، مدیریت حساب و کارت برای نمایش حساب یا کارت پنهان شده کاربرد دارد.'
'آیا امکان اضافه کردن حساب های سایر افراد خانواده وجود دارد؟','با توجه به فرآیند شناسایی حساب‌ها بر اساس کد ملی، امکان افزودن حساب سایر افراد با کد ملی دیگر برای یک شخص وجود ندارد.'
'علت دریافت پیغام "نام کاربری یا رمز ورود شما به مدت یک ساعت مسدود شده است" چیست؟','کاربر، رمز ورود را سه مرتبه اشتباه وارد کرده است'
'آیا در صورت عدم دسترسی به اینترنت، می‌توان از همراه بانک تجارت استفاده کرد؟ ','در سیستم عامل اندروید، امکان برقراری ارتباط با پیامک نیز وجود دارد که در این صورت، صرفا خدمات زیر در همراه بانک قابل ارائه است: دریافت موجودی حساب و کارت، انتقال وجه حساب به حساب، پرداخت قبض از حساب و کارت'
'آیا امکان افزودن کارت شتابی به همراه بانک تجارت وجود دارد؟','بله، این امکان برای کاربران همراه بانک تجارت فراهم شده است'
'امکاناتی که در بخش ورود شتابی وجود دارد چیست؟','این امکان برای ورود کاربران میهمان (کاربرانی که در همراه بانک تجارت ثبت نام نکرده باشند) فراهم شده است. در این بخش، خدمات مربوط به حساب غیرفعال بوده و صرفا خدمات کارت در دسترس کاربران خواهد بود'
'آیا اطلاعاتی که در مدیریت مقصد ثبت شده است با پاک کردن نسخه همراه بانک از بین می رود؟','خیر، با توجه به امکان بهره برداری همراه بانک تجارت از فضای ابری، این اطلاعات پاک نخواهد شد'
'اگر بانک عامل اپلیکشین یا نرم‌افزار نداشته باشد، مشتری که دارای چک جدید صیاد است چکار باید انجام دهد؟','می تواند حضوری به شعبه مراجعه کند.'
'آیا چک صیاد طرح قدیم طبق روال قبل قابل داد و ستد است؟','بله تا زمان پایان برگ‌های دسته چک های قدیمی و دریافت دسته چک های با ظاهر و مندرجات جدید، صدور و نقل و انتقال چک‌ها به شکل سابق انجام می شود.'
'هیات مدیره یک شرکت یا افرادی که حق امضا دارند، کدام یک اگر چک برگشتی داشته باشند، مشکل‌زا است ؟‌','در اصلاحیه جدید سال 1397 قانون صدور چک علاوه بر شخص صاحب حساب، وکیل یا کننده (اعم از مدیر یا سایر کنندگان شرکت) که اقدام به صدور (امضاء) چک به نیابت از شخص صاحب حساب می کنند، مسؤلیت داشته و مشمول محرومیت های قانونی می شوند.'
'استفاده از چک‌های جدید برای افرادی که به اینترنت دسترسی ندارند چگونه است؟','می توانند حضوری به شعبه مراجعه کنند.'
'چکی که از کسی گرفته می‌شود و چند دست چرخیده به چه صورت است؟','نقل و انتقال چک ها با ظاهر و مندرجات جدید در صورت ثبت مراتب انتقال در سامانه صیاد بلامانع است و در مورد چک های صادره از دسته چک های قدیم، نقل و انتقال عادی چک همانند گذشته بلامانع است.'
'اگر چک برای ضمانت بوده و تاریخ نداشته باشد به چه صورت است ؟','صدور چک با ظاهر و مندرجات جدید در هر صورت مستلزم ثبت در سامانه صیاد است. صدور چک برای ضمانت بلامانع است اما چک بدون تاریخ اساساً قابل وصول نیست. وصول چنین چکی منوط به درج تاریخ است و بانک برای پرداخت وجه به ضمانی بودن آن ترتیب اثر نخواهد داد.'
'آیا می توان چک‌های قدیمی را تا برگ آخر در وجه حامل صادر کرد؟','چک‌های قدیمی به شکل سابق می‌تواند کارسازی شده و در وجه حامل نیز صادر شوند.'
'ظهر نویسی چک به چه روالی می شود؟','از تاریخ اعلام بانک مرکزی، ظهرنویسی چک های کاغذی ممنوع بوده و انتقال چک مستلزم ثبت مراتب در سامانه صیاد خواهد بود.'
'عضو هیئت مدیره یک شرکت که دارای چک برگشتی است آیا در چک شخصی خود نیز به مشکل بر می‌خورد؟','در صورتیکه عضو هیات مدیره جزو امضاداران چک برگشتی نباشد در چک شخصی خود به مشکل برخورد نمی کند.'
'اگر مندرجات برگه چک با اطلاعات سامانه صیاد مغایر باشد تکلیف چیست؟','ملاک اعتبار و محوریت با اطلاعات سامانه صیاد است و در صورت مغایرت، بانک از پرداخت وجه چک خودداری می‌کند. در ادامه درصورت درخواست دارنده چک، بانک نسبت به صدور گواهی عدم پرداخت اقدام می‌کند.'
'آیا کسانی که دارای بدهی غیرجاری هستند نیز طبق قانون جدید می توانند دسته چک دریافت کنند؟','خیر این اشخاص مطابق ضوابط ابلاغی بانک مرکزی اساساً امکان افتتاح حساب جاری و یا دریافت دسته چک جدید را نخواهند داشت.'
'آیا با ابلاغ قانون جدید صدور چک هنوز هم صدور چک برای ضمانت امکان‌پذیر است؟','بله ولی مستلزم ثبت مراتب صدور در سامانه صیاد است. (در مورد چک های با ظاهر و مندرجات جدید)'
'اگر چک در سامانه صیاد ثبت نشود چه می شود؟','مشمول الزامات و سازوکارهای مقرر در قانون صدور چک نخواهد بود و صرفاً به عنوان یک سند مدنی مؤید طلب است.'
'وظیفه ثبت چک در سامانه صیاد با چه شخصی است؟','حسب مورد بر عهده صادرکننده (در مقام صدور) یا دارنده (در مقام انتقال) است.'
'ممنوعیت صدور چک در وجه حامل شامل کدام چک‌هاست؟','شامل تمامی چک ها با ظاهر و مندرجات جدید که زمان توزیع آن توسط بانک مرکزی اعلام می‌شود.'
'آیا محرومیت‌های ناظر بر صدور کارت‌های جدید بانکی شامل کارت‌های المثنی و یا تمدید کارت‌های قبلی مشتریان هم می شود؟','بله. با توجه به اطلاق قانون تمامی عملیات کارت ها را شامل می شود'
'کسانی که دریافت کننده چک هستند از کجا بدانند صادرکننده در سامانه صیاد صدور آن را ثبت کرده است؟','دریافت چک‌های صادره از دسته چک‌های جدید مستلزم ورود به سامانه صیاد و ثبت تأییدیه (تأیید دریافت) توسط گیرنده است.'
