context,question,answer_text,answer_start
"پایا زیرساخت اصلی مبادلات پولی بین بانکی انبوه مبتنی بر حساب است و در دستور پرداخت پایا امکان انتقال الکترونیک وجوه خرد مبتنی بر حساب بین بانک ها برای مشتریان فراهم شده است.
 حداکثرمبلغ انتقال وجه  دربانکداری اینترنتی 1 میلیارد ریال و در همراه بانک نیز  1 میلیارد ریال (سقف هر تراکنش 500 میلیون ریال) است و سقف انتقال وجه بین بانکی پایا از طریق شعب به ازای هر دستور پرداخت، یک میلیارد ریال است..
چرخه زمانی پایا در روزهای کاری(شنبه تا پنجشنبه) در چهار مرحله انجام خواهد شد.چرخه اول ساعت 3:45، چرخه دوم ساعت 10:45، چرخه سوم 13:45 و چرخه چهارم 18:45 است و در روزهای تعطیل و یا خارج از ساعت کاری بانک‌ها، انتقال وجه پایا در ابتدای روز بعد به حساب فرد مورد نظر منتقل خواهد شد.
حداقل کارمزد تراکنش پایا مبلغ 2000 ریال و حداکثر سقف آن مبلغ 25000 ریال است.
در صورتی که از برخی از اپلیکیشن‌های بانکی استفاده کنید، ممکن است که انتقال وجه پایا بدون پرداخت کارمزد هم انجام پذیر باشد.",زمانبندی پایا,"چرخه زمانی پایا در روزهای کاری(شنبه تا پنجشنبه) در چهار مرحله انجام خواهد شد.چرخه اول ساعت 3:45، چرخه دوم ساعت 10:45، چرخه سوم 13:45 و چرخه چهارم 18:45 است و در روزهای تعطیل و یا خارج از ساعت کاری بانک‌ها، انتقال وجه پایا در ابتدای روز بعد به حساب فرد مورد نظر منتقل خواهد شد.",87
"پایا زیرساخت اصلی مبادلات پولی بین بانکی انبوه مبتنی بر حساب است و در دستور پرداخت پایا امکان انتقال الکترونیک وجوه خرد مبتنی بر حساب بین بانک ها برای مشتریان فراهم شده است.
 حداکثرمبلغ انتقال وجه  دربانکداری اینترنتی 1 میلیارد ریال و در همراه بانک نیز  1 میلیارد ریال (سقف هر تراکنش 500 میلیون ریال) است و سقف انتقال وجه بین بانکی پایا از طریق شعب به ازای هر دستور پرداخت، یک میلیارد ریال است..
چرخه زمانی پایا در روزهای کاری(شنبه تا پنجشنبه) در چهار مرحله انجام خواهد شد.چرخه اول ساعت 3:45، چرخه دوم ساعت 10:45، چرخه سوم 13:45 و چرخه چهارم 18:45 است و در روزهای تعطیل و یا خارج از ساعت کاری بانک‌ها، انتقال وجه پایا در ابتدای روز بعد به حساب فرد مورد نظر منتقل خواهد شد.
حداقل کارمزد تراکنش پایا مبلغ 2000 ریال و حداکثر سقف آن مبلغ 25000 ریال است.
در صورتی که از برخی از اپلیکیشن‌های بانکی استفاده کنید، ممکن است که انتقال وجه پایا بدون پرداخت کارمزد هم انجام پذیر باشد.",کارمزد پایا,حداقل کارمزد تراکنش پایا مبلغ 2000 ریال و حداکثر سقف آن مبلغ 25000 ریال است.,161
"پایا زیرساخت اصلی مبادلات پولی بین بانکی انبوه مبتنی بر حساب است و در دستور پرداخت پایا امکان انتقال الکترونیک وجوه خرد مبتنی بر حساب بین بانک ها برای مشتریان فراهم شده است.
 حداکثرمبلغ انتقال وجه  دربانکداری اینترنتی 1 میلیارد ریال و در همراه بانک نیز  1 میلیارد ریال (سقف هر تراکنش 500 میلیون ریال) است و سقف انتقال وجه بین بانکی پایا از طریق شعب به ازای هر دستور پرداخت، یک میلیارد ریال است..
چرخه زمانی پایا در روزهای کاری(شنبه تا پنجشنبه) در چهار مرحله انجام خواهد شد.چرخه اول ساعت 3:45، چرخه دوم ساعت 10:45، چرخه سوم 13:45 و چرخه چهارم 18:45 است و در روزهای تعطیل و یا خارج از ساعت کاری بانک‌ها، انتقال وجه پایا در ابتدای روز بعد به حساب فرد مورد نظر منتقل خواهد شد.
حداقل کارمزد تراکنش پایا مبلغ 2000 ریال و حداکثر سقف آن مبلغ 25000 ریال است.
در صورتی که از برخی از اپلیکیشن‌های بانکی استفاده کنید، ممکن است که انتقال وجه پایا بدون پرداخت کارمزد هم انجام پذیر باشد.",سقف انتقال وجه پایا از طریق غیر حضوری, حداکثرمبلغ انتقال وجه  دربانکداری اینترنتی 1 میلیارد ریال و در همراه بانک نیز  1 میلیارد ریال (سقف هر تراکنش 500 میلیون ریال) است,35
"پایا زیرساخت اصلی مبادلات پولی بین بانکی انبوه مبتنی بر حساب است و در دستور پرداخت پایا امکان انتقال الکترونیک وجوه خرد مبتنی بر حساب بین بانک ها برای مشتریان فراهم شده است.
 حداکثرمبلغ انتقال وجه  دربانکداری اینترنتی 1 میلیارد ریال و در همراه بانک نیز  1 میلیارد ریال (سقف هر تراکنش 500 میلیون ریال) است و سقف انتقال وجه بین بانکی پایا از طریق شعب به ازای هر دستور پرداخت، یک میلیارد ریال است..
چرخه زمانی پایا در روزهای کاری(شنبه تا پنجشنبه) در چهار مرحله انجام خواهد شد.چرخه اول ساعت 3:45، چرخه دوم ساعت 10:45، چرخه سوم 13:45 و چرخه چهارم 18:45 است و در روزهای تعطیل و یا خارج از ساعت کاری بانک‌ها، انتقال وجه پایا در ابتدای روز بعد به حساب فرد مورد نظر منتقل خواهد شد.
حداقل کارمزد تراکنش پایا مبلغ 2000 ریال و حداکثر سقف آن مبلغ 25000 ریال است.
در صورتی که از برخی از اپلیکیشن‌های بانکی استفاده کنید، ممکن است که انتقال وجه پایا بدون پرداخت کارمزد هم انجام پذیر باشد.",سقف انتقال وجه پایا از طریق همراه بانک, حداکثرمبلغ انتقال وجه درهمراه بانک   1 میلیارد ریال (سقف هر تراکنش 500 میلیون ریال) است,35
"پایا زیرساخت اصلی مبادلات پولی بین بانکی انبوه مبتنی بر حساب است و در دستور پرداخت پایا امکان انتقال الکترونیک وجوه خرد مبتنی بر حساب بین بانک ها برای مشتریان فراهم شده است.
 حداکثرمبلغ انتقال وجه  دربانکداری اینترنتی 1 میلیارد ریال و در همراه بانک نیز  1 میلیارد ریال (سقف هر تراکنش 500 میلیون ریال) است و سقف انتقال وجه بین بانکی پایا از طریق شعب به ازای هر دستور پرداخت، یک میلیارد ریال است..
چرخه زمانی پایا در روزهای کاری(شنبه تا پنجشنبه) در چهار مرحله انجام خواهد شد.چرخه اول ساعت 3:45، چرخه دوم ساعت 10:45، چرخه سوم 13:45 و چرخه چهارم 18:45 است و در روزهای تعطیل و یا خارج از ساعت کاری بانک‌ها، انتقال وجه پایا در ابتدای روز بعد به حساب فرد مورد نظر منتقل خواهد شد.
حداقل کارمزد تراکنش پایا مبلغ 2000 ریال و حداکثر سقف آن مبلغ 25000 ریال است.
در صورتی که از برخی از اپلیکیشن‌های بانکی استفاده کنید، ممکن است که انتقال وجه پایا بدون پرداخت کارمزد هم انجام پذیر باشد.",سقف انتقال وجه پایا از طریق  اینترنت  بانک, حداکثرمبلغ انتقال وجه  دربانکداری اینترنتی 1 میلیارد ریال و در همراه بانک نیز  1 میلیارد ریال (سقف هر تراکنش 500 میلیون ریال) است,35
"پایا زیرساخت اصلی مبادلات پولی بین بانکی انبوه مبتنی بر حساب است و در دستور پرداخت پایا امکان انتقال الکترونیک وجوه خرد مبتنی بر حساب بین بانک ها برای مشتریان فراهم شده است.
 حداکثرمبلغ انتقال وجه  دربانکداری اینترنتی 1 میلیارد ریال و در همراه بانک نیز  1 میلیارد ریال (سقف هر تراکنش 500 میلیون ریال) است و سقف انتقال وجه بین بانکی پایا از طریق شعب به ازای هر دستور پرداخت، یک میلیارد ریال است..
چرخه زمانی پایا در روزهای کاری(شنبه تا پنجشنبه) در چهار مرحله انجام خواهد شد.چرخه اول ساعت 3:45، چرخه دوم ساعت 10:45، چرخه سوم 13:45 و چرخه چهارم 18:45 است و در روزهای تعطیل و یا خارج از ساعت کاری بانک‌ها، انتقال وجه پایا در ابتدای روز بعد به حساب فرد مورد نظر منتقل خواهد شد.
حداقل کارمزد تراکنش پایا مبلغ 2000 ریال و حداکثر سقف آن مبلغ 25000 ریال است.
در صورتی که از برخی از اپلیکیشن‌های بانکی استفاده کنید، ممکن است که انتقال وجه پایا بدون پرداخت کارمزد هم انجام پذیر باشد.",سقف انتقال وجه پایا از طریق شعب ,"سقف انتقال وجه بین بانکی پایا از طریق شعب به ازای هر دستور پرداخت، یک میلیارد ریال شد.",66
"پایا زیرساخت اصلی مبادلات پولی بین بانکی انبوه مبتنی بر حساب است و در دستور پرداخت پایا امکان انتقال الکترونیک وجوه خرد مبتنی بر حساب بین بانک ها برای مشتریان فراهم شده است.
 حداکثرمبلغ انتقال وجه  دربانکداری اینترنتی 1 میلیارد ریال و در همراه بانک نیز  1 میلیارد ریال (سقف هر تراکنش 500 میلیون ریال) است و سقف انتقال وجه بین بانکی پایا از طریق شعب به ازای هر دستور پرداخت، یک میلیارد ریال است..
چرخه زمانی پایا در روزهای کاری(شنبه تا پنجشنبه) در چهار مرحله انجام خواهد شد.چرخه اول ساعت 3:45، چرخه دوم ساعت 10:45، چرخه سوم 13:45 و چرخه چهارم 18:45 است و در روزهای تعطیل و یا خارج از ساعت کاری بانک‌ها، انتقال وجه پایا در ابتدای روز بعد به حساب فرد مورد نظر منتقل خواهد شد.
حداقل کارمزد تراکنش پایا مبلغ 2000 ریال و حداکثر سقف آن مبلغ 25000 ریال است.
در صورتی که از برخی از اپلیکیشن‌های بانکی استفاده کنید، ممکن است که انتقال وجه پایا بدون پرداخت کارمزد هم انجام پذیر باشد.",حداکثر انتقال وجه پایا از طریق غیر حضوری," حداکثرمبلغ انتقال وجه  دربانکداری اینترنتی 1 میلیارد ریال و در همراه بانک نیز  1 میلیارد ریال (سقف هر تراکنش 500 میلیون ریال) است و سقف انتقال وجه بین بانکی پایا از طریق شعب به ازای هر دستور پرداخت، یک میلیارد ریال است..",35
"پایا زیرساخت اصلی مبادلات پولی بین بانکی انبوه مبتنی بر حساب است و در دستور پرداخت پایا امکان انتقال الکترونیک وجوه خرد مبتنی بر حساب بین بانک ها برای مشتریان فراهم شده است.
 حداکثرمبلغ انتقال وجه  دربانکداری اینترنتی 1 میلیارد ریال و در همراه بانک نیز  1 میلیارد ریال (سقف هر تراکنش 500 میلیون ریال) است و سقف انتقال وجه بین بانکی پایا از طریق شعب به ازای هر دستور پرداخت، یک میلیارد ریال است..
چرخه زمانی پایا در روزهای کاری(شنبه تا پنجشنبه) در چهار مرحله انجام خواهد شد.چرخه اول ساعت 3:45، چرخه دوم ساعت 10:45، چرخه سوم 13:45 و چرخه چهارم 18:45 است و در روزهای تعطیل و یا خارج از ساعت کاری بانک‌ها، انتقال وجه پایا در ابتدای روز بعد به حساب فرد مورد نظر منتقل خواهد شد.
حداقل کارمزد تراکنش پایا مبلغ 2000 ریال و حداکثر سقف آن مبلغ 25000 ریال است.
در صورتی که از برخی از اپلیکیشن‌های بانکی استفاده کنید، ممکن است که انتقال وجه پایا بدون پرداخت کارمزد هم انجام پذیر باشد.",حداکثر انتقال وجه پایا از طریق همراه بانک," حداکثرمبلغ انتقال وجه  دربانکداری اینترنتی 1 میلیارد ریال و در همراه بانک نیز  1 میلیارد ریال (سقف هر تراکنش 500 میلیون ریال) است و سقف انتقال وجه بین بانکی پایا از طریق شعب به ازای هر دستور پرداخت، یک میلیارد ریال است..",35
"پایا زیرساخت اصلی مبادلات پولی بین بانکی انبوه مبتنی بر حساب است و در دستور پرداخت پایا امکان انتقال الکترونیک وجوه خرد مبتنی بر حساب بین بانک ها برای مشتریان فراهم شده است.
 حداکثرمبلغ انتقال وجه  دربانکداری اینترنتی 1 میلیارد ریال و در همراه بانک نیز  1 میلیارد ریال (سقف هر تراکنش 500 میلیون ریال) است و سقف انتقال وجه بین بانکی پایا از طریق شعب به ازای هر دستور پرداخت، یک میلیارد ریال است..
چرخه زمانی پایا در روزهای کاری(شنبه تا پنجشنبه) در چهار مرحله انجام خواهد شد.چرخه اول ساعت 3:45، چرخه دوم ساعت 10:45، چرخه سوم 13:45 و چرخه چهارم 18:45 است و در روزهای تعطیل و یا خارج از ساعت کاری بانک‌ها، انتقال وجه پایا در ابتدای روز بعد به حساب فرد مورد نظر منتقل خواهد شد.
حداقل کارمزد تراکنش پایا مبلغ 2000 ریال و حداکثر سقف آن مبلغ 25000 ریال است.
در صورتی که از برخی از اپلیکیشن‌های بانکی استفاده کنید، ممکن است که انتقال وجه پایا بدون پرداخت کارمزد هم انجام پذیر باشد.",حداکثر انتقال وجه پایا از طریق  اینترنت  بانک," حداکثرمبلغ انتقال وجه  دربانکداری اینترنتی 1 میلیارد ریال و در همراه بانک نیز  1 میلیارد ریال (سقف هر تراکنش 500 میلیون ریال) است و سقف انتقال وجه بین بانکی پایا از طریق شعب به ازای هر دستور پرداخت، یک میلیارد ریال است..",35
"پایا زیرساخت اصلی مبادلات پولی بین بانکی انبوه مبتنی بر حساب است و در دستور پرداخت پایا امکان انتقال الکترونیک وجوه خرد مبتنی بر حساب بین بانک ها برای مشتریان فراهم شده است.
 حداکثرمبلغ انتقال وجه  دربانکداری اینترنتی 1 میلیارد ریال و در همراه بانک نیز  1 میلیارد ریال (سقف هر تراکنش 500 میلیون ریال) است و سقف انتقال وجه بین بانکی پایا از طریق شعب به ازای هر دستور پرداخت، یک میلیارد ریال است..
چرخه زمانی پایا در روزهای کاری(شنبه تا پنجشنبه) در چهار مرحله انجام خواهد شد.چرخه اول ساعت 3:45، چرخه دوم ساعت 10:45، چرخه سوم 13:45 و چرخه چهارم 18:45 است و در روزهای تعطیل و یا خارج از ساعت کاری بانک‌ها، انتقال وجه پایا در ابتدای روز بعد به حساب فرد مورد نظر منتقل خواهد شد.
حداقل کارمزد تراکنش پایا مبلغ 2000 ریال و حداکثر سقف آن مبلغ 25000 ریال است.
در صورتی که از برخی از اپلیکیشن‌های بانکی استفاده کنید، ممکن است که انتقال وجه پایا بدون پرداخت کارمزد هم انجام پذیر باشد.",حداکثر انتقال وجه پایا از طریق شعب ," حداکثرمبلغ انتقال وجه  دربانکداری اینترنتی 1 میلیارد ریال و در همراه بانک نیز  1 میلیارد ریال (سقف هر تراکنش 500 میلیون ریال) است و سقف انتقال وجه بین بانکی پایا از طریق شعب به ازای هر دستور پرداخت، یک میلیارد ریال است..",35
"پایا زیرساخت اصلی مبادلات پولی بین بانکی انبوه مبتنی بر حساب است و در دستور پرداخت پایا امکان انتقال الکترونیک وجوه خرد مبتنی بر حساب بین بانک ها برای مشتریان فراهم شده است.
 حداکثرمبلغ انتقال وجه  دربانکداری اینترنتی 1 میلیارد ریال و در همراه بانک نیز  1 میلیارد ریال (سقف هر تراکنش 500 میلیون ریال) است و سقف انتقال وجه بین بانکی پایا از طریق شعب به ازای هر دستور پرداخت، یک میلیارد ریال است..
چرخه زمانی پایا در روزهای کاری(شنبه تا پنجشنبه) در چهار مرحله انجام خواهد شد.چرخه اول ساعت 3:45، چرخه دوم ساعت 10:45، چرخه سوم 13:45 و چرخه چهارم 18:45 است و در روزهای تعطیل و یا خارج از ساعت کاری بانک‌ها، انتقال وجه پایا در ابتدای روز بعد به حساب فرد مورد نظر منتقل خواهد شد.
حداقل کارمزد تراکنش پایا مبلغ 2000 ریال و حداکثر سقف آن مبلغ 25000 ریال است.
در صورتی که از برخی از اپلیکیشن‌های بانکی استفاده کنید، ممکن است که انتقال وجه پایا بدون پرداخت کارمزد هم انجام پذیر باشد.",حداقل انتقال وجه پایا از طریق غیر حضوری," حداکثرمبلغ انتقال وجه  دربانکداری اینترنتی 1 میلیارد ریال و در همراه بانک نیز  1 میلیارد ریال (سقف هر تراکنش 500 میلیون ریال) است و سقف انتقال وجه بین بانکی پایا از طریق شعب به ازای هر دستور پرداخت، یک میلیارد ریال است..",35
"پایا زیرساخت اصلی مبادلات پولی بین بانکی انبوه مبتنی بر حساب است و در دستور پرداخت پایا امکان انتقال الکترونیک وجوه خرد مبتنی بر حساب بین بانک ها برای مشتریان فراهم شده است.
 حداکثرمبلغ انتقال وجه  دربانکداری اینترنتی 1 میلیارد ریال و در همراه بانک نیز  1 میلیارد ریال (سقف هر تراکنش 500 میلیون ریال) است و سقف انتقال وجه بین بانکی پایا از طریق شعب به ازای هر دستور پرداخت، یک میلیارد ریال است..
چرخه زمانی پایا در روزهای کاری(شنبه تا پنجشنبه) در چهار مرحله انجام خواهد شد.چرخه اول ساعت 3:45، چرخه دوم ساعت 10:45، چرخه سوم 13:45 و چرخه چهارم 18:45 است و در روزهای تعطیل و یا خارج از ساعت کاری بانک‌ها، انتقال وجه پایا در ابتدای روز بعد به حساب فرد مورد نظر منتقل خواهد شد.
حداقل کارمزد تراکنش پایا مبلغ 2000 ریال و حداکثر سقف آن مبلغ 25000 ریال است.
در صورتی که از برخی از اپلیکیشن‌های بانکی استفاده کنید، ممکن است که انتقال وجه پایا بدون پرداخت کارمزد هم انجام پذیر باشد.",حداقل انتقال وجه پایا از طریق همراه بانک," حداکثرمبلغ انتقال وجه  دربانکداری اینترنتی 1 میلیارد ریال و در همراه بانک نیز  1 میلیارد ریال (سقف هر تراکنش 500 میلیون ریال) است و سقف انتقال وجه بین بانکی پایا از طریق شعب به ازای هر دستور پرداخت، یک میلیارد ریال است..",35
"پایا زیرساخت اصلی مبادلات پولی بین بانکی انبوه مبتنی بر حساب است و در دستور پرداخت پایا امکان انتقال الکترونیک وجوه خرد مبتنی بر حساب بین بانک ها برای مشتریان فراهم شده است.
 حداکثرمبلغ انتقال وجه  دربانکداری اینترنتی 1 میلیارد ریال و در همراه بانک نیز  1 میلیارد ریال (سقف هر تراکنش 500 میلیون ریال) است و سقف انتقال وجه بین بانکی پایا از طریق شعب به ازای هر دستور پرداخت، یک میلیارد ریال است..
چرخه زمانی پایا در روزهای کاری(شنبه تا پنجشنبه) در چهار مرحله انجام خواهد شد.چرخه اول ساعت 3:45، چرخه دوم ساعت 10:45، چرخه سوم 13:45 و چرخه چهارم 18:45 است و در روزهای تعطیل و یا خارج از ساعت کاری بانک‌ها، انتقال وجه پایا در ابتدای روز بعد به حساب فرد مورد نظر منتقل خواهد شد.
حداقل کارمزد تراکنش پایا مبلغ 2000 ریال و حداکثر سقف آن مبلغ 25000 ریال است.
در صورتی که از برخی از اپلیکیشن‌های بانکی استفاده کنید، ممکن است که انتقال وجه پایا بدون پرداخت کارمزد هم انجام پذیر باشد.",حداقل انتقال وجه پایا از طریق  اینترنت  بانک," حداکثرمبلغ انتقال وجه  دربانکداری اینترنتی 1 میلیارد ریال و در همراه بانک نیز  1 میلیارد ریال (سقف هر تراکنش 500 میلیون ریال) است و سقف انتقال وجه بین بانکی پایا از طریق شعب به ازای هر دستور پرداخت، یک میلیارد ریال است..",35
"پایا زیرساخت اصلی مبادلات پولی بین بانکی انبوه مبتنی بر حساب است و در دستور پرداخت پایا امکان انتقال الکترونیک وجوه خرد مبتنی بر حساب بین بانک ها برای مشتریان فراهم شده است.
 حداکثرمبلغ انتقال وجه  دربانکداری اینترنتی 1 میلیارد ریال و در همراه بانک نیز  1 میلیارد ریال (سقف هر تراکنش 500 میلیون ریال) است و سقف انتقال وجه بین بانکی پایا از طریق شعب به ازای هر دستور پرداخت، یک میلیارد ریال است..
چرخه زمانی پایا در روزهای کاری(شنبه تا پنجشنبه) در چهار مرحله انجام خواهد شد.چرخه اول ساعت 3:45، چرخه دوم ساعت 10:45، چرخه سوم 13:45 و چرخه چهارم 18:45 است و در روزهای تعطیل و یا خارج از ساعت کاری بانک‌ها، انتقال وجه پایا در ابتدای روز بعد به حساب فرد مورد نظر منتقل خواهد شد.
حداقل کارمزد تراکنش پایا مبلغ 2000 ریال و حداکثر سقف آن مبلغ 25000 ریال است.
در صورتی که از برخی از اپلیکیشن‌های بانکی استفاده کنید، ممکن است که انتقال وجه پایا بدون پرداخت کارمزد هم انجام پذیر باشد.",حداقل انتقال وجه پایا از طریق شعب ," حداکثرمبلغ انتقال وجه  دربانکداری اینترنتی 1 میلیارد ریال و در همراه بانک نیز  1 میلیارد ریال (سقف هر تراکنش 500 میلیون ریال) است و سقف انتقال وجه بین بانکی پایا از طریق شعب به ازای هر دستور پرداخت، یک میلیارد ریال است..",35
"پایا زیرساخت اصلی مبادلات پولی بین بانکی انبوه مبتنی بر حساب است و در دستور پرداخت پایا امکان انتقال الکترونیک وجوه خرد مبتنی بر حساب بین بانک ها برای مشتریان فراهم شده است.
 حداکثرمبلغ انتقال وجه  دربانکداری اینترنتی 1 میلیارد ریال و در همراه بانک نیز  1 میلیارد ریال (سقف هر تراکنش 500 میلیون ریال) است و سقف انتقال وجه بین بانکی پایا از طریق شعب به ازای هر دستور پرداخت، یک میلیارد ریال است..
چرخه زمانی پایا در روزهای کاری(شنبه تا پنجشنبه) در چهار مرحله انجام خواهد شد.چرخه اول ساعت 3:45، چرخه دوم ساعت 10:45، چرخه سوم 13:45 و چرخه چهارم 18:45 است و در روزهای تعطیل و یا خارج از ساعت کاری بانک‌ها، انتقال وجه پایا در ابتدای روز بعد به حساب فرد مورد نظر منتقل خواهد شد.
حداقل کارمزد تراکنش پایا مبلغ 2000 ریال و حداکثر سقف آن مبلغ 25000 ریال است.
در صورتی که از برخی از اپلیکیشن‌های بانکی استفاده کنید، ممکن است که انتقال وجه پایا بدون پرداخت کارمزد هم انجام پذیر باشد.",مبلغ انتقال وجه پایا از طریق غیر حضوری," حداکثرمبلغ انتقال وجه  دربانکداری اینترنتی 1 میلیارد ریال و در همراه بانک نیز  1 میلیارد ریال (سقف هر تراکنش 500 میلیون ریال) است و سقف انتقال وجه بین بانکی پایا از طریق شعب به ازای هر دستور پرداخت، یک میلیارد ریال است..",35
"پایا زیرساخت اصلی مبادلات پولی بین بانکی انبوه مبتنی بر حساب است و در دستور پرداخت پایا امکان انتقال الکترونیک وجوه خرد مبتنی بر حساب بین بانک ها برای مشتریان فراهم شده است.
 حداکثرمبلغ انتقال وجه  دربانکداری اینترنتی 1 میلیارد ریال و در همراه بانک نیز  1 میلیارد ریال (سقف هر تراکنش 500 میلیون ریال) است و سقف انتقال وجه بین بانکی پایا از طریق شعب به ازای هر دستور پرداخت، یک میلیارد ریال است..
چرخه زمانی پایا در روزهای کاری(شنبه تا پنجشنبه) در چهار مرحله انجام خواهد شد.چرخه اول ساعت 3:45، چرخه دوم ساعت 10:45، چرخه سوم 13:45 و چرخه چهارم 18:45 است و در روزهای تعطیل و یا خارج از ساعت کاری بانک‌ها، انتقال وجه پایا در ابتدای روز بعد به حساب فرد مورد نظر منتقل خواهد شد.
حداقل کارمزد تراکنش پایا مبلغ 2000 ریال و حداکثر سقف آن مبلغ 25000 ریال است.
در صورتی که از برخی از اپلیکیشن‌های بانکی استفاده کنید، ممکن است که انتقال وجه پایا بدون پرداخت کارمزد هم انجام پذیر باشد.",مبلغ انتقال وجه پایا از طریق همراه بانک," حداکثرمبلغ انتقال وجه  دربانکداری اینترنتی 1 میلیارد ریال و در همراه بانک نیز  1 میلیارد ریال (سقف هر تراکنش 500 میلیون ریال) است و سقف انتقال وجه بین بانکی پایا از طریق شعب به ازای هر دستور پرداخت، یک میلیارد ریال است..",35
"پایا زیرساخت اصلی مبادلات پولی بین بانکی انبوه مبتنی بر حساب است و در دستور پرداخت پایا امکان انتقال الکترونیک وجوه خرد مبتنی بر حساب بین بانک ها برای مشتریان فراهم شده است.
 حداکثرمبلغ انتقال وجه  دربانکداری اینترنتی 1 میلیارد ریال و در همراه بانک نیز  1 میلیارد ریال (سقف هر تراکنش 500 میلیون ریال) است و سقف انتقال وجه بین بانکی پایا از طریق شعب به ازای هر دستور پرداخت، یک میلیارد ریال است..
چرخه زمانی پایا در روزهای کاری(شنبه تا پنجشنبه) در چهار مرحله انجام خواهد شد.چرخه اول ساعت 3:45، چرخه دوم ساعت 10:45، چرخه سوم 13:45 و چرخه چهارم 18:45 است و در روزهای تعطیل و یا خارج از ساعت کاری بانک‌ها، انتقال وجه پایا در ابتدای روز بعد به حساب فرد مورد نظر منتقل خواهد شد.
حداقل کارمزد تراکنش پایا مبلغ 2000 ریال و حداکثر سقف آن مبلغ 25000 ریال است.
در صورتی که از برخی از اپلیکیشن‌های بانکی استفاده کنید، ممکن است که انتقال وجه پایا بدون پرداخت کارمزد هم انجام پذیر باشد.",مبلغ انتقال وجه پایا از طریق  اینترنت  بانک," حداکثرمبلغ انتقال وجه  دربانکداری اینترنتی 1 میلیارد ریال و در همراه بانک نیز  1 میلیارد ریال (سقف هر تراکنش 500 میلیون ریال) است و سقف انتقال وجه بین بانکی پایا از طریق شعب به ازای هر دستور پرداخت، یک میلیارد ریال است..",35
"پایا زیرساخت اصلی مبادلات پولی بین بانکی انبوه مبتنی بر حساب است و در دستور پرداخت پایا امکان انتقال الکترونیک وجوه خرد مبتنی بر حساب بین بانک ها برای مشتریان فراهم شده است.
 حداکثرمبلغ انتقال وجه  دربانکداری اینترنتی 1 میلیارد ریال و در همراه بانک نیز  1 میلیارد ریال (سقف هر تراکنش 500 میلیون ریال) است و سقف انتقال وجه بین بانکی پایا از طریق شعب به ازای هر دستور پرداخت، یک میلیارد ریال است..
چرخه زمانی پایا در روزهای کاری(شنبه تا پنجشنبه) در چهار مرحله انجام خواهد شد.چرخه اول ساعت 3:45، چرخه دوم ساعت 10:45، چرخه سوم 13:45 و چرخه چهارم 18:45 است و در روزهای تعطیل و یا خارج از ساعت کاری بانک‌ها، انتقال وجه پایا در ابتدای روز بعد به حساب فرد مورد نظر منتقل خواهد شد.
حداقل کارمزد تراکنش پایا مبلغ 2000 ریال و حداکثر سقف آن مبلغ 25000 ریال است.
در صورتی که از برخی از اپلیکیشن‌های بانکی استفاده کنید، ممکن است که انتقال وجه پایا بدون پرداخت کارمزد هم انجام پذیر باشد.",مبلغ انتقال وجه پایا از طریق شعب ," حداکثرمبلغ انتقال وجه  دربانکداری اینترنتی 1 میلیارد ریال و در همراه بانک نیز  1 میلیارد ریال (سقف هر تراکنش 500 میلیون ریال) است و سقف انتقال وجه بین بانکی پایا از طریق شعب به ازای هر دستور پرداخت، یک میلیارد ریال است..",35
"پایا زیرساخت اصلی مبادلات پولی بین بانکی انبوه مبتنی بر حساب است و در دستور پرداخت پایا امکان انتقال الکترونیک وجوه خرد مبتنی بر حساب بین بانک ها برای مشتریان فراهم شده است.
 حداکثرمبلغ انتقال وجه  دربانکداری اینترنتی 1 میلیارد ریال و در همراه بانک نیز  1 میلیارد ریال (سقف هر تراکنش 500 میلیون ریال) است و سقف انتقال وجه بین بانکی پایا از طریق شعب به ازای هر دستور پرداخت، یک میلیارد ریال است..
چرخه زمانی پایا در روزهای کاری(شنبه تا پنجشنبه) در چهار مرحله انجام خواهد شد.چرخه اول ساعت 3:45، چرخه دوم ساعت 10:45، چرخه سوم 13:45 و چرخه چهارم 18:45 است و در روزهای تعطیل و یا خارج از ساعت کاری بانک‌ها، انتقال وجه پایا در ابتدای روز بعد به حساب فرد مورد نظر منتقل خواهد شد.
حداقل کارمزد تراکنش پایا مبلغ 2000 ریال و حداکثر سقف آن مبلغ 25000 ریال است.
در صورتی که از برخی از اپلیکیشن‌های بانکی استفاده کنید، ممکن است که انتقال وجه پایا بدون پرداخت کارمزد هم انجام پذیر باشد.",تراکنش پایا از همراه بانک انجام داده ام اما همچنان  وضعیت تراکنش را در حال انجام نشان می دهد آیا تراکنش انجام نشده است ؟," انتقال وجه پایا در روزهای تعطیل و یا خارج از ساعت کاری بانک‌ها، در ابتدای روز بعد به حساب فرد مورد نظر منتقل خواهد شد.",145
