question,answer
"آیا برای ورود به هر یک حساب ها جهت عضویت در باشگاه مشتریان ، نیاز به اخذ رمز مجزا می باشد؟","خیر! در قسمت حساب کاربری من حساب بانکی می توانید هر تعداد حساب های قابل عضویت خود را به باشگاه مشتریان اضافه نمایید."
"چگونه می توانم پروفایل کاربری ام را تغییر دهم؟","شما در قسمت حساب کاربری من امکان ثبت و ویرایش اطلاعات شخصی و پروفایل خود را در زمینه های زیر دارید : اطلاعات شخصی: در این قسمت امکان درج اطلاعات شخصی و پایه ای عضو می باشد مثل جنسیت، تاریخ تولد، وضعیت تاهل، تاریخ ازدواج و ... حساب بانکی: در این قسمت می توانید حساب های بانکی عضو در باشگاه مشتریان را مشاهده و یا دیگر حساب های مورد تائید خود را به پروفایلتان اضافه کنید. تماس: در این قسمت اطلاعات ارتباطی مثل: شماره تلفن همراه، پست الکترونیک و آدرس و اطلاعات محل سکونت را ثبت و یا اصلاح نمائید. تخصص: در این قسمت میزان تحصیلات و اطلاعات شغلی خود را ثبت و یا اصلاح نمایید. علایق: در این قسمت می توانید فعالیت های مورد علاقه خود را در زمینه های مختلف ورزشی، فرهنگی و هنری، اقتصادی و ... انتخاب نمایید. رمز عبور: در این بخش می توانید رمز عبور جدید برای خود انتخاب نمائید."
"در صورت مسدودی حساب کاربری چه اقدامی انجام شود؟","زمانی که کاربر چندین بار رمز عبور خود را به اشتباه وارد کند حساب کاربری به مدت 15 دقیقه مسدود می شود و می بایستی پس از زمان مذکور مجددا اقدام به بازیابی رمز جدید و یا درج رمز فعلی نماید. اگر برای بار دوم نیز حساب کاربری مسدود شود، زمان رفع مسدودی به صورت تصاعدی افزایش یافته و 30 دقیقه می شو"
" آیا امتیاز تراکنش هایی که قبل از عضویت در باشگاه انجام داده ام،جزء امتیازات من لحاظ می شود؟","خیر، امتیازات از تاریخ عضویت به بعد در باشگاه برای شما محاسبه می گردد."
"محاسبه و صرف امتیازات برای کدام دسته از مشتریان انجام می گیرد؟","محاسبه و صرف امتیازات فقط برای مشتریان حقیقی و دارندگان حسابهای انفرادی انجام می گیرد."
"آیا امتیاز تراکنش های انجام شده همان لحظه در سایت نمایش داده می شود؟","امتیازات بعد از 72 ساعت و با استعلام موفقیت تراکنش از بانک در حساب کاربری باشگاه لحاظ می شود."
"چگونه می توانم در زیر گروه عضو شوم؟","این فرایند توسط کاربر انجام نمی گیرد، بلکه با رایزنی مدیران مؤسسات، سازمان و یا نهادها با باشگاه مشتریان و معرفی لیستی از پرسنل امکان پذیر می باشد."
"تفاوت امتیازات باشگاهی و امتیازات جشنواره در چیست؟","امتیازات جشنواره ها در دوران فعالیت جشنواره محاسبه شده و محدود به همان جشنواره است. این امتیازات پس از قرعه کشی و اهدای جوایز از بین خواهد رفت ولی امتیازات باشگاه در حساب کاربری باقی مانده و باعث تغییرات نشان امتیازی خواهد شد."
"چگونه میتوانم امتیازات حاصل از تراکنش های خود را دریافت کنم؟","پس از هربار انجام تراکنش های بانکی تا پایان ماه فرصت دارید با مراجعه به بخش دریافت امتیازات این ماه مقدار امتیاز خود را دریافت کنید."
"چگونه می توانم در زیر گروه عضو شوم؟","این فرایند توسط کاربر انجام نمی گیرد، بلکه با رایزنی مدیران مؤسسات، سازمان و یا نهادها با باشگاه مشتریان و معرفی لیستی از پرسنل امکان پذیر می باشد."
"چگونه میتوانم کوپن های دریافت شده از تخفیف ها را مشاهده کنم؟","پس از ورود به حساب کاربری خود، از منوی سمت راست روی گزینه کوپن و امتیازات من کلیک نموده و وارد قسمت کوپن ها شوید. در این قسمت می توانید اطلاعات تمامی کوپن های دریافتی از لیست تخفیفات را مشاهده نمائید."
"با چه شماره واتس آپ می توانم با باشگاه مشتریان بانک تجارت ارتباط برقرار نمایم؟","شماره اختصاصی واتس اپ : 09397784697 می باشد ."
"آدرس اینستاگرام باشگاه مشتریان بانک تجارت چیست؟","از آدرس مقابل : tejarat_Club"
"تخفیفات و پاداش های باشگاه مشتریان بانک تجارت شامل چند گروه می باشد؟","آنلاین - استانی - سازمانی - بسته های پاداش - سبد جایزه"
"جشنواره‌های باشگاه مشتریان بانک تجارت را چگونه مشاهده نماییم؟","از سایت باشگاه مشتریان بانک تجارت به آدرس اینرنتی club.tejaratbank.ir و منوی جشنواره ها قابل مشاهده می باشد ."
"نحوه فعال سازی رمز پویا از طرق مختلف چگونه است؟","فعال سازی به روش ذیل صورت میگیرد :1) با داشتن رمز دوم ثابت اینترنتی و شماره گیری کد دستوری و انتخاب گزینه ثبت نام 2)همراه بانک تجارت: از گزینه خدمات , خدمات رمز پویا , رمز پویای کارت , فعالسازی رمز پویا , تایید شماره موبایل و نمایش شماره سریال و سپس کپی شماره سریال و پس از آن ورود به همراز و انتخاب درگاه کارت و جاگذاری شماره سریال در همراز و ثبت شماره 16 رقمی کارت در قسمت مربوطه و ثبت عنوان دلخواه و در نهایت مشاهده کلید فعالسازی و در نهایت زدن گزینه ثبت و تأیید 3)خودپرداز:انتخاب گزینه ی فعال سازی رمز پویا (همراز )،دریافت رسید تراکنش ،ارسال شماره سریال ثبت شده در رسید به سرشماره 20007300"
"همراز چگونه نرم افزاری می باشد؟","اپلیکیشن تولید رمزهای یکبار مصــرف یا پویا (OTP)برای استفاده در رمز دوم کارت، رمز درگاه‌های بانکداری اینترنتی و همراه بانک تجارت همراز نام دارد ."
"برنامه همراز را ازچه سایتی دانلود کنم؟","مراجعه به سایت اصلی بانک تجارت به نشانی اینترنتی tejaratbank.ir"
"چگونه رمز پویای کارت را در همراز فعال نماییم؟","در صورتی که رمز پویا را از خودپرداز فعال کرده اید می بایست شماره سریال و کلید فعالسازی را در همراز مستقیما وارد نمایید و در صورتی که می خواهید از همراه بانک فعالسازی انجام دهید , گزینه خدمات /خدمات رمز پویا /پویای کارتی /تایید شماره موبایل /نمایش شماره سریال /کپی شماره سریال / انتخاب درگاه کارت /ورود عنوان دلخواه /ورود شماره 16 رقمی کارت /ورود شماره سریال و پس از نمایش کلید فعالسازی /گزینه ثبت و تأیید"
"تلفن همراه خود را تعویض کردم ایا نیاز به راه اندازی مجدد همراز می باشد؟","بله برای راه اندازی مجدد باید ابتدا غیرفعالسازی آن و سپس فعالسازی انجام شود و اطلاعات مجدد در سامانه ثبت گردد."
"در صورت دریافت پیغام رمز صحیح نمی باشد در زمان دریافت رمز از همراز باید چه اقدامی نماییم؟","باید ساعت گوشی مشتری کنترل و در حالت خودکار بصورت 24 ساعته تنظیم شود و اگر ساعت درست بود مجددا این پیام مشاهده شد مشتری یکبار رمز را غیرفعال و مجددا فعالسازی کند .."
"رمز پویا را از همراز گرفتم ولی در درگاه همراه بانک پیغام رمز وارد شده بیش ازحد مجاز اشتباه است را دریافت میکنم؟","ازطریق همراه بانک بتدا درگاه کارت مورد نظر را پاک کرده و سپس نسبت به فعالسازی پویا از طریق همراه بانک و یا خودپرداز مجددا اقدام کنید. صادقی پری"
"فعالسازی رمز پویا انجام میدهم و پیغام [ توکن شما رو دستگاه دیگری نصب شده است] دریافت می نمایم علت چیست؟","ابتدا نسبت به غیرفعال سازی رمز پویا و مجدد فعال سازی پویا اقدام می کنیم"
"از نسخه تحت وب استفاده می کنم همرازم از کار افتاده در زمان تراکنش خطا می دهد؟","با توجه به عدم همخوانی همراز در گوشی های IOS و عدم استفاده از آن برای این دسته از گوشی ها در زمان انجام تراکنش ها رمز پویا راذ بصورت پیامکی ( از طریق سامانه هریم ) درخواست دهید ."
"چرا همراز ios همراز اندروید بر روی گوشی های روت شده و جلبریک شده اجرا نمی شود؟","به دلیل الزمات اداره امنیت اطلاعات بانک تجارت"
"در برنامه همراز هم کد فعالسازی و شماره سریال را وارد نمودم و همه اطلاعات تکمیل است اما موقع عملیات اعلام می کند اطلاعات در گاه خود را وارد نمایید؟","شما از کارت و یا حسابی استفاده می کنید که پویای آن فعال نمی باشد و برای فعال شدن پویای آن می بایست اقدام نمایید ."
"آیا مشتریان حقوقی میتوانند از همراز استفاده نمایند؟","خیر"
"آیا مشتریان خارج از کشور می توانند رمز پویا را فعال نمایند؟","بله - از طریق همراز و بصورت آفلاین امکان پذیر می باشد . در صورتیکه IP سیستم ها از طریق کشورهای خارجی بسته نشده باشد .(صادقی پری )"
"مدت اعتبار رمز یکبار مصرف اخذ شده از طریق همراز چند دقیقه می باشد ؟","2 دقیقه"
"نحوه رمز پویا کارت از همراه بانک چگونه است؟","از گزینه خدمات , خدمات رمز پویا , رمز پویای کارت , فعالسازی رمز پویا , تایید شماره موبایل و نمایش شماره سریال و سپس کپی شماره سریال و پس از آن ورود به همراز و انتخاب درگاه کارت و جاگذاری شماره سریال در همراز و ثبت شماره 16 رقمی کارت در قسمت مربوطه و ثبت عنوان دلخواه و در نهایت مشاهده کلید فعالسازی و در نهایت زدن گزینه ثبت و تأیید"
"در صورتی که مشتری تمایلی به نصب همراز نداشته باشد اما همراه بانک را برای فعالسازی پویا کارت انتخاب نماید چطور پویا کارت فعال می شود؟","از گزینه خدمات , خدمات رمز پویا , رمز پویای کارت , فعالسازی رمز پویا , تایید شماره موبایل و نمایش شماره سریال/ پس از نمایش شماره سریال پویا کارت مشتری فعال می شود در این حالت مشتری در هنگام دریافت رمز پویا از همراه بانک باید گزینه هریم را استفاده نماید"
"رمز پویای خود را از طریق همراه بانک تجارت فعال میکنم اما کد تایید را دریافت نمیکنم؟","اگر پیامک اعتبارسنجی برای فعالسازی پویا را دریافت نمی کنید ممکن است در موارد ( خیلی کم ) سرشمارهTejaratbank در گوشی مشتری بلاک شده باشد ، لذا برای رفع مسدودی از لیسا سیاه گوشی خود اقدامنماید . یا زمان فعالسازی همراه بانک در شعبه شماره تلفن همراه مشتری در سامانه ORM اشتباه ثبت شده است . راهنمایی : میتوان از پنل همراه بانک شماره مشتری را بررسی نمود ."
"در صورت عدم مشاهده کامل رمز چه اقدامی انجام می کردد؟","با توجه به اینکه رمز 8 رقم می باشد باید فونت گوشی چک شود"
"رمز پویای حساب چیست و چه کارکردی دارد؟","در صورتی که مشتری بخواهد صرفا از شماره حساب خود برای انجام عملیات در همراه بانک استفاده نماید باید رمز پویای حسابی خود را فعال نماید .این رمز در هنگام عملیلات انتقال وجه حساب به حساب /پایا /ساتنا و خرید شارژ و بسته از شماره حساب کاربرد دارد. صادقی پری"
"چگونه رمز پویای حسابی را در همراز فعال نماییم؟","در صورتی که به شعبه مراجعه نمودید و شماره سریال دریافت کرده ید و کلید فعالسازی نیز برای شما پیامک شده است با ورود به همراز و انتخاب درگاه همراه بانک و ورود عنوان دلخواه , کد ملی , شماره سریال و کلید فعالسازی و سپس ثبت و تأیید نسبت به فعالسازی پویای حسابی اقدام نمایید . صادقی پری"
"اگر مشتری قبلا برای یکی از حساب های خود پویا حساب فعال کرده باشد و مجددا حساب جدیدی به همراه بانک خود اضافه کند آیا باید مجددا پویای حساب جدید را فعال کند؟","در صورتی که مشتری ثبت نام همراه بانک حساب جدید را از my.tejaratbank.ir انجام داده باشد خیر اما اگر به شعبه مراجعه کرده باشد و همراه بانک آنجا ثبت نام شده باشد و چون با ثبت نام همراه بانک به صورت خودکار رمز پویا حساب نیز صادر می شود لذا بدلیل صدور شماره سریال و کلید فعالسازی جدید می بایست فرآیند فعالسازی را از همراه بانک انجام دهد ."
"چگونه رمز پویای حسابی را از طریق مراجعه به شعبه در همراز فعال نماییم؟","مراجعه به شعبه , دریافت شماره سریال و دریافت کلید فعالسازی از طریق پیامک و سپس ورود به همراز و انتخاب درگاه همراه بانک , ثبت عنوان دلخواه , ثبت کد ملی , ثبت شماره سریال و ثبت کلید فعالسازی و سپس تایید و ثبت صادقی پری"
"چرا با وجود ورود شماره سریال و کلید فعالسازی که شعبه صادر کرده است در همراز وارد می کنم اما باز هم اعلام می کند اطلاعات وارد شده غلط است؟","ابتدا باید به مشتری راهنمایی کنیم که حتما پاکت دریافتی از شعبه را بررسی نماید که آیا رمز توکنی بانکداری اینترنتی برای مشتری انجام داده است یا پویا حساب ( همراه بانک ) صادر کرده است /سپس به مشتری یادآوری کنیم درگاه مربوطه در همراز را حتما همراه بانک قرار دهند و در نهایت کلید فعالسازی را به صورت دستی وارد نکند , کلید فعالسازی را حتما کپی و سپس PASTE نماید ."
"برای فعالسازی رمز پویای حسابی همراه بانک در گوشیهای آیفون در صورتیکه همراز نداشته باشد چه اقدامی باید انجام گیرد؟","در صورتی که قبلاً از همراز رمز پویای خود را دریافت می نمودند در حال حاضر بصورت خودکار رمز پویا از سامانه هریم برای مشتری پیامک می شود و در صورت عدم فعال سازی قبلی از منوی خدمات / خدمات رمز پویا/ فعالسازی رمز پویا /تأیید شماره موبایل و نمایش شماره سریال ، رمز پویای حسابی بصورت پیامکی فعال می شود . صادثی پری"
"آیا گوشی های اندروید هم می توانند بدون همراز پویای حسابی خود را فعال کنند؟","بله خدمات رمز پویا/ فعالسازی رمز پویا حساب /تأیید شماره موبایل و نمایش شماره سریال ، رمز پویای حسابی بصورت پیامکی فعال می شود . در این حالت مشتری فقط باید جهت دریافت رمز پویا حساب از گزینه هریم استفاده نماید . صاقی پری"
"رمز پویای خود را فعال کردم اما زمان انتقال وجه پایا از طریق همراه بانک پیغام اطلاعات درگاه خود را اضافه کنید مشاهده می گردد؟","شما رمز پویای حسابی ندارید لذا از منوی خدمات همراه بانک نسبت به فعالسازی رمز پویای حسابی اقدام فرمایید. صادقی پری"
"نحوه فعالسازی رمز پویا از خودپرداز چگونه است؟",":انتخاب گزینه سایر خدمات و سپس گزینه فعال سازی رمز پویا (همراز )،دریافت رسید تراکنش ،ارسال شماره سریال ثبت شده در رسید به سرشماره 20007300"
"     رمز پویای خودرا از طریق خودپرداز فعال کردم اما پیامک پویا دریافت نمیکنم؟","مشتری گرامی پس از فعالسازی از طریق دستگاه خودپرداز باید شماره سریال ده رقمی روی رسید را به سرشماره 20007300 پیامک کنیدو دقت نمایید شماره سریال به شماره موبایلی ارسال شود که بر روی رسید ثبت شده است و این شماره موبایل حتما می بایست در سامانه های مربوطه داخل شعب ثبت شود . صادقی پری"
"مشتری جهت فعالسازی رمز پویا شماره سریال دریافتی از خودپرداز را به سرشماره مربوطه ارسال ولی رمز پویا فعال نشده است؟","اولا باید شماره سریال ده رقمی باشد , ثانیا نباید به جای شماره سریال , کلید فعالسازی ارسال شود ثالثا شماره سریال را به شماره موبایلی که در رسید ثبت شده است ارسال نمایید و در صورت مغایرت شماره موبایل مشتری با شماره موبایل ثبت شده بر روی رسید حتما می بایست به یکی از شعب جهت اصلاح شماره موبایل خود اقدام نمایید . صادقی پری"
"نحوه فعالسازی رمز پویای کارت از طریق کد دستوری چگونه است؟","با داشتن رمز دوم ثابت اینترنتی و شماره گیری کد دستوری #88*788* و انتخاب گزینه ثبت نام"
"در صورتی که مشتری از کد دستوری فعالسازی انجام داده باشد و گزینه فعالسازی به جای ثبت نام را انتخاب کند چه مشکلی پیش می آید؟","مشتری در این حالت می بایست حتما برای دریافت رمز پویا هر بار وارد سامانه شود و رمز پویا دریافت کند لذا پویا به صورت پیامکی برای ایشان ارسال نمی شود ."
"شرط فعالسازی رمز پویا کارت با کد دستوری چیست؟","داشتن رمز دوم ثابت که به صورت امنیتی از خودپرداز بانک تجارت تعریف می شود ."
"از طریق کد دستوری برای فعالسازی رمز پویا اقدام کردم اعلام کرد رمز ورود اشتباه است و پس از تایید گزینه فراموشی رمز با پیغام (با انجام این کار تمام کارت ها غیرفعال میگردد) مواجه میشوم؟","از گزینه فراموشی رمز اقدام به تعیین رمز جدید نمایید ، و پیغامی که می دهد مبتنی بر آنست که در صورتیکه از کد دستوری , پویا کارت را فعال کرده اید , اطلاعات مربوط به پویا کارت حذف می شود و این ارتباطی به کارت های شما ندارد ."
"از طریق کد ستاره دار پویا را فعالسازی کردم اما کدی برایم ارسال نگردیده است؟","مشتری می بایست گزینه ثبت نام را در سامانه USSD انتخاب می کردید با انتخاب گزینه فعالسازی باید هر بار به سامانه مراجعه و رمز پویا دریافت نمایید ."
"مشتری جهت فعال سازی رمز پویای کارت به شعبه مراجعه نموده ولی پویای کارت فعال نشده است؟","شعبه پویا کارت را فعال نمی کند اگر احیانا شماره سریال صادر شده است و کلید فعال سازی برای شما پیامک شده است مربوط به پویا حساب است لذا رمزپویای کارت را باید از خودپرداز تجارت یا همراه بانک فعال نمایید . صادقی پری"
"مشتری شماره موبایل خود را تغییر داده ولی رمز پویا به شماره کارت قبلی ارسال می شود؟","باید به شعبه مراجعه نمایید تا در در برنامه سکان شماره موبایل شما تغییر کند ."
"ایا می توان برای تغییر شماره موبایل جهت ارسال رمز پویا غیر حضوری اقدام کرد؟","خیر برای این موضع حتما باید به یکی از شعب بانک تجارت مراجعه نمایید ."
"فرق بین رمزپویای کارت و حساب چیست؟","رمز پویای کارت جهت انجام عملیات با شماره کارت است در حالی که رمزپویای حساب جهت انجام عملیات با شماره حساب است ."
"از همراز رمز گرفته ام ولي زمانيکه در همراه بانک يا اينترنت بانکPaste ميکنم خطاي رمز اشتباه است مي دهد؟","قالب ساعت چک شود که هماهنگ با ساعت رسمي باشد و به جاي past دستي وارد کند یک بار رمز همراه بانک را غیر فعالسازی و یک بار فعالسازی کنید ."
"آیا زمانی که کارت منقضی می شود و با کارت تعویض می شود , پویا کارت نیز غیر فعال می شود؟","خیر با تعویض کارت یا منقضی شدن کارت , برای پویا کارت اتفاق خاصی نمی افتد و فعال است"
"افتتاح حساب در زمرد چگونه می باشد؟","از سایت بانک تجارت ( تأکید می گردد برنامه از سایت اصلی بانک دانلود شود ) نسبت به دانلود اپلیکشن زمرد اقدام و پس از نصب با احراز هویت اولیه وارد صفحه اصلی زمرد می شود"
"پس از احراز هویت ازطریق زمرد به چه صورت باید افتتاح حساب نمود؟","باید به صفحه اصلی مراجعه و داخل شعبه مجازی زمرد شده و از قسمت پیشخوان بخش افتتاح حساب را انتخاب نماید"
"حساب قرض الحسنه در زمردافتتاح نموده ام آیا امکان ویرایش دارد؟","امکان ویرایش حساب به هیچ وجه وجود ندارد در صورت افتتاح حساب دیگر نمی توان حساب را به نوع دیگر تبدیل کرد . (صادقی پری )"
"آیا امکان افتتاح حساب جاری در زمرد وجود دارد؟","خیر .فقط حساب کوتاه مدت و حساب قرض الحسنه پس انداز"
"در صورتی که مشتری حساب قرض الحسنه یا کوتاه مدت داشته باشد آیا از زمرد مجددا می توان افتتاح نمود؟","خیر -امکان افتتاح حساب ماراد در کل بانک وجود ندارد از هر نوعی حسابی مشتری قانونا باید فقط یه شماره حساب داشته باشد"
"کارت بانکی افتتاح حساب زمرد تا چند روز به مشتری تحویل می گردد .؟","حداکثر ظرف 14روز کاری از طریق پست به درب نشانی ثبت شده در برنامه ارسال می گردد ."
"مشتری در زمرد افتتاح حساب نموده کارت به دستش نرسیده است؟","در صورتی که تا 14 روز کاری به دست مشتری نرسد و مشتری تماس بگیرد باید تیکت ثبت گردد."
"کارمز د صدور کارت زمرد در هنگام افتتاح حساب چقدر است؟","سه هزار تومان"
"در صورتی که مشتری زودتر از موعد به شعبه مراجعه کند هزینه صدور کارت برای ایشان چقدر است؟","پانزده هزار تومان"
"مشتری زمرد درخواست کارت زودتر از موعد دارد . امکانپذیر می باشد؟","مراجعه به نزدیکترین شعبه جهت صدور کارت مجدد باپرداخت مبلغ کارمزد صدور کارت ( در حال حاضر امکان صدور کارت زمرد برای همه شعب امکان پذیر است )"
"در صورتی که کارت ارسالی برای مشتری متعلق به ایشان نباشد و اشتباها صادر شده باشد، راه حل چیست؟","باید به شرکت ایران کیش تیکت زده شود تا در اسرع وقت کارت با مشخصات صحیح برای مشتری ارسال شود ."
"فعالسازی کارت در زمرد ازکدام قسمت انجام میگردد؟","بعد از دریافت کارت توسط مشتری برای فعالسازی حتما باید به شعبه مراجعه کند."
"پس از افتتاح حساب و دریافت کارت زمرد شعبه چه مدارکی از مشتری جهت رمز کارت میگیرد؟","فقط با کارت ملی"
"مشتری در زمرد افتتاح حساب انجام داده و کارت دریافت کرده است ولی امضای مشتری ثبت نشده است چه اقدامی باید انجام دهد؟","می بایست به یکی از شعب بانک تجارت مراجعه نمود .بخشنامه 2104 مورخ 1401/11/11"
"در صورت ارسال کارت به خانه مشتری اگر منزل نبود چکار باید کرد؟","مشتری به اداره پست منطقه مراجعه کند"
"در صورتی که هنگام افتتاح حساب زمرد تیک کارت ثبت نشده باشد باید مشتری چه اقدامی انجام دهد؟","در این حالت مشتری کارت نخواهد داشت و اگر نیاز به کارت دارد باید به یکی از شعب مراجعه نماید تا صدور اولیه کارت انجام شود ."
"مشتری از طریق زمرد افتتاح حساب نموده و دارای شماره کارت و شماره حساب می باشد ولی فاقد cvv2 می باشد . چه اقدامی نماید؟","تا زمان دریافت فیزیک کارت امکان پذیر نمی باشد"
"مشتری در هنگام افتتاح حساب زمرد خود اطلاعات را به درستی ثبت نموده است اما تاریخ تولد برای ایشان اشتباه نمایش داده می شود چه اقدامی انجام دهد؟","اگر در قسمتی است که خودش تاریخ تولد را وارد می کند اشتباه کاربری مشتری است ولی در صورتی که سیستم به مشتری اشتباه اعلام می کند باید تیکت تهیه شود ."
"مشتری در زمرد نمی تواند عملیات بانکی انجام دهد و پیغام از محل دیگری وارد شدید مشاهده می گردد. علت چیست؟","این سوال کلی است و باید دقیقا مشخص شود در چه مرحله ای پیغام خطا می گیرد و لذا نسبت به زدن تیکت اقدام شود"
"زمان افتتاح حساب در مرحله احراز هویت از برنامه خارج و ادامه عملیات میسر نمی باشد؟علت چیست؟","این مشکل هم اکنون برطرف شده است در صورتی که مشتری این مشکل را دارد حتما باید تیکت زده شود"
"زمان ثبت شماره از طرق زمرد پیغام عملیات با موفقیت انجام شده است ولی ادامه عملیات در صفحه بعدی میسر نمی باشد؟مشکل چیست؟","ممکن است مشتری اپلیکشن زمرد را غیر از سایت بانک تجارت دانلود کرده و یا خطای سیستمی است که در بازه زمانی دیگری امتحان کند"
"افتتاح حساب غیرحضوری و احراز هویت انجام و مبلغ اولیه را پرداخت کردم ولی پیغام با موفقیت انجام نشده است مشاهده می گردد . علت چیست؟","خطای سیستمی است و وجه کسر شده تا 72 ساعت به حساب عودت میگردد."
"زمان افتتاح حساب مشتری در زمرد پیغام تسهیلات مشاهده می گردد؟علت چیست؟","چون بدهی معوق دارد امکان افتتاح حساب وجود ندارد"
"در زمرد ثبت ایمیل میسر نمی باشد علت چیست؟","ایمیل باید به درستی وارد شود و بنام صاحب حساب باشد"
"برای بستن حساب زمرد که تازه افتتاح کردم چکار کنم؟","باید به یکی از شعبات بانک تجارت مراجعه کند"
"حساب زمرد را چگونه میتوان وکالتی کرد؟","از سایت بانک تجارت به نشانی اینترنتی tejaratbank.ir"
"ایا وکالتی کردن حساب ازبرنامه زمرد امکان پذیر است؟","خیر"
"برای وکالتی کردن حساب زمرد وارد سایت بانک شدم ولی خطای مغایرت شماره تماس چرا میدهد؟","به شعبه مراجعه کند و اعلام کند که شماره تماس را در سامانه های بانک تغییر دهند"
"با اپلیکیشن زمرد حساب قرض الحسنه افتتاح نموده ام و حسابم رو وکالتی کردم ایا میتوانم در قرعه کشی شرکت کنم؟","حساب وکالتی شده در قرعه کشی شرکت داده می شود"
"چگونه می توانم برای سهام عدالت از طریق زمرد ثبت نام کنم؟","وارد سامانه زمرد از قسمت پیشخوان ، سهام عدالت را انتخاب می نماییم ( درحال حاضر امکان ثبت نام وجود ندارد )"
"ایا فعال سازی همراه بانک را می توان از زمرد گزینه همراه بانک انجام داد؟","آیکون همراه بانک وجود دارد ولی هنوز فعالسازی صورت نگرفته است"
"چگونه می توانم سرویس پیامک لحظه ای را فعال نمایم؟","یک ) از طریق برنامه همراه بانک ابتدا می بایست پویای حساب فعال شود و سپس از منوی حسابها->جزییات-> فعالسازی پبامک و در اینترنت بانک منوی تنظیمات - > فعال سازی پیامک یا مراجعه به شعبه بانک تجارت فعالسازی پیامک لحظه ای انجام مشود. ."
"چگونه دریافت پیامک های بانک تجارت را تمدید نمایم؟","از طریق پیامک ارسالی از سوی بانک / در صورتی که مشتری متوجه پیامک نشود , می تواند با پرداخت کارمزد از طریق همراه بانک /بانکداری اینترنتی و یا مراجعه به شعبه نسبت به تمدید سرویس پیامکی خود اقدام کند .صادقی پری"
"هزینه فعالسازی پیامک بانک تجارت سالیانه چند ریال است؟","در حال حاضر کارمزد فعال سازی پیامک سالیانه 20 هزار تومان می باشد ."
"هزینه فعال سازی ارسال پیامک برای خارج از ایران چند ریال می باشد؟","هزینه پیامک ارسالی برای خارج از ایران (در صورت ROOMING) خط مشتری بر اساس تعرفه اپراتور مشتری ( همراه اول - ایرانسل و...)می باشد ."
"قبلاٌ پیامک های ارسالی بانک برایم فعال بوده ولی در حال حاضر غیر فعال شده است .چه اقدامی انجام دهم؟","ابتدا با شماره حساب یا کد ملی مشتری در پنل رهیاب پیامک مشتری را بررسی می کنیم ,و شماره موبایل را با مشتری چک می کنیم که شماره موبایل ثبتی در سیستم های بانک با شماره موبایل اعلام شده توسط مشتری یکسان باشد در غیر ایصورت به ایشان اعلام می کنیم به شعبه مراجعه نموده و شماره را تغییر دهد /همچنین تاریخ انقضا کارمزد پیامک باید چک شود که تاریخ انقضا نگذشته باشد .در صورتی که موارد بالا مشکلی نداشت ارسال های مشتری را چک می کنیم در صورتیکه تراکنش های ارسالی از سوی بانک سبز رنگ بود یعنی تراکنش از سوی بانک به مخابرات ارسال و مخابرات با موفقیت به دست مشتری رسانیده است در این حالت به مشتری اعلام می کنیم اگر گوشی دو سیم کارته دارد شماره موبایل ثبت شده در بانک حتما در سیم کارت اول باشد و بعد از جابجایی سیم کارت حتما گوشی را خاموش و روشن کند /اگر تراکنش زرد رنگ بود یعنی مخابرات نتوانسته پیامک را به دست مشتری برساند چون یا مشتری آنتن کافی نداشته یا گوشی در حالت پرواز یا گوشی خاموش بوده است / در صورتی که پیامک قرمز رنگ بود مشکل از خط مشتری است و باید گوشی را خاموش و روشن کند و در صورتی که تراکنش مشکی رنگ بود مشکل از اپراتور می باشد و باید با اپراتور خود تماس بگیرد .. در صورتی که پیامکی تولید نشده باشد به تاتا ارجاع می دهیم. (صادقی پری )"
"پیامک های مشتری بانک تجارت برای شخص دیگری ارسال می گردد . چه اقدامی انجام شود؟","ابتدا در پنل رهیاب با درج شماره موبایل , شماره حسابی که پیامک برای آن ارسال می شود را جستجو کرده و در صورتی که شماره حساب به نام شخص دیگری به غیر از شخص تماس گیرنده باشد می بایست با استفاده از پنل فرانگر , شعبه ای که پیامک مشتری را فعال کرده است را پیدا کرده و با شعبه موردنظر تماس حاصل نموده تا شماره موبایل اشتباه را غیر فعال و به صاحب حساب برای اعلام شماره موبایل صحیح اطلاع رسانی شود ."
"صندوق امانات ( اجاره ای ) چیست؟","صندوق امانات یکی از سرویس‌های جانبی بانک‌ها به مشتریان جهت تأمین نیازهای امنیتی آن‌ها برای محافظت از دارایی‌های باارزش آن‌هاست. به عبارت دیگر گاوصندوقی بزرگ که افراد مختلف آن را در قالب صندوق‌های کوچک و بزرگ از بانک اجاره می‌کنند."
"هدف از ایجاد صندوق امانات ( اجاره ای ) چیست؟","نگهداری از اشیاء و اسناد گرانبهای شخصی همواره یکی از دغدغه هایی است که ذهن افراد را به خود مشغول می کند. بانک تجارت به منظور آسودگی خاطر و رفاه حال مشتریان برای نگهداری اسناد ، اوراق و اشیاء گرانبهای آنان در یک محیط امن ، خدمت صندوق های اجاره ای را ارائه می دهد."
