question,answer
"در صورتی که مشتری گوشی خود را عوض کند چطور می تواند مجددا رمز  را از همراز دریافت کند؟","از آن جایی که هر توکن همراز تنها بر روی یک دستگاه تلفن همراه فعال است، لذا به منظور تعریف توکن همراز بر روی یک دستگاه بانکداری اینترنتی در اپلیکیشن همراز را انتخاب و توکن مربوطه را از » حذف درگاه « تلفن همراه دیگر، مشتریان می باید ابتدا گزینه دستگاه تلفن همراه قبلی حذف و سپس با همان شماره سریال و کدفعال سازی که در اختیار دارند، نسبت به تعریف توکن نرم افزاری بانکداری اینترنتی خود بر روی دستگاه دیگر اقدام نمایند."
"در صورتی که مشتری پس از تعویض گوشی , دسترسی به کلیدفعالسازی و شماره سریال قبلی برای فعالسازی  همراز نداشته باشد چه کاری باید انجام دهد ؟","مشتریانی که به هر دلیل به گوشی تلفن همراه خود که توکن همراز بر روی آن فعال بوده دسترسی نداشته و نمی توانند نسبت به حذف اقدام نمایند، لازم است به منظور تعریف توکن همراز در گوشی تلفن همراه جدید، به یکی از شعب بانک تجارت مراجعه نموده و درخواست توکن همراز را اعلام و شماره سریال جدید را دریافت و کد فعال سازی جدید را که از طریق پیامک ارسال میگردد مورد استفاده قرار دهند. شایان ذکر است در این حالت شماره سریال و کد فعال سازی قبلی باطل می گردد.با اختصاص توکن نرم افزاری جدید (شماره سریال جدید) توکن قبلی قابل استفاده نبوده و حساب مشتری ایمن خواهد بود"
"بعد از وارد کردن رمز و نام کاربری اینترنت بانک{ خطای رمز یا نام کاربری اشتباه }است؟ ","در صورتی که رمز را مشتری از همراز  دریافت می کند باید ساعت گوشی چک شود که با ساعت جهانی یکسان باشد .علاوه بر این دقت شود در صورتیکه فونت گوشی مشتری بزرگ است و رمز را کمتر از 8 کارکتر نشان می دهد بفرمایید فونت گوشی را کوچک کنند ( فونت موضوع مهمی است لطفا به این موضوع دقت شود ) در صورتی که ساعت گوشی صحیح می باشد و فونت هم درست است ,  مشتری می بایست درگاه بانکداری اینترنتی را از همراز خود حذف کرده و مجددا با مراجعه به شعبه و دریافت شماره سریال و کلید فعالسازی مجددا فعالسازی نماید .در صورتی که رمز ثابت است ایتدا از مشتری سوال شود رمز را چند کارکتر وارد می کند در صورتیکه رمز مشتری بیشتر یا کمتر از 12-8 کارکتر باشد رمز اشتباه ثبت می شود و همچنین به مشتری یادآوری شود حروف بزرگ و کوچک را رعایت نماید و صفحه کیبورد حتما باید انگلیسی باشد و احیانا اگر هنکام ورود حروف کوچک  کلید caps lock  روشن باشد , حروف بزرگ وارد می شود و رمز به غلط ثبت می شود . در صورتیکه همه موارد بالا برای رمز ثابت صحیح بود بفرمایید مشتری مجددا به صورت غیر حضوری یا با مراجعه به شعبه رمز مجدد دریافت نماید . ممکن است در مواردی برای شعبه برای مشتری رمز بانکداری اینترنتی مجدد صادر کرده است اما رمز را به مشتری ارائه نکرده است لذا مشتری با  ورود رمز قبلی , خطای رمز دریافت می کند برای مشخص شدن این موضوع  مشتری را به کارشناسان بانکداری اینترنتی ارجاع دهید . ( صادقی پری ) "
"مشاهده خطای آواکس در زمان ورود به  بانکداری اینترنتی چیست ؟","ممکن است همزمان که رمز ثابت دارد , رمز توکنی هم برای ایشان صادر شده باشد در اینصورت  مشتری می بایست به شعبه مراجعه نماید  و رمز جدید دریافت کند و یا می توان مشتری را به کارشناسان بانکداری اینترنتی ارجاع داد تا صحت قضیه مشخص شود /یا توکن همرازی که مشتری استفاده می کند NULL شده باشد و یا به عبارتی غیر فعال شده باشد برای همین موضوع باید مشتری به شعبه مراجعه نموده تا مجددا شماره سریال و کلید فعالسازی دریافت نماید . ( صادقی پری ) "
"در هنگام ورود به بانکداری اینترنتی , رمز پیامکی  ارسال نمی شود ؟چرا ؟","شماره تلفن همراه ثبت شده در سیستم ORM  ( سامانه ثبت نام خدمات نوین در شعب ) ملاک ارسال رمز پیامکی است. از آن جایی که شماره تلفن همراه برخی مشتریان در سیستم مذکور صحیح ثبت نشده است و امکان ارسال رمز پیامکی برای آنان وجود ندارد لذا به منظور اصلاح شماره تلفن همراه لازم است مشتریان مربوطه به شعب بانک مراجعه نمایند."
"از چه طریقی می توانم صورتحساب دریافت نمایم؟","با ورود به بانکداری اینترنتی و انتخاب گزینه صورتحساب و انتخاب گردش یا صورتحساب و انتخاب شماره حساب  و فیلتر بازه زمانی نسبت به دریافت صورتحساب خود اقدام نمایید ."
"در بانکداری اینترنتی  تا چه بازه ای و چه تعدادی تراکنش می توانیم صورتحساب دریافت کنیم ؟","تا 18 ماه اخیر و 300 گردش "
"در صورتی که مشتری  بیش از 300 گردش را درخواست کند راه حل چیست ؟","مراجعه حضوری به شعب"
"از طریق اینترنت بانک برای دریافت صورتحساب اقدام میکنم اما فقط تراکنشهای یک ماه را نمایش میدهد","شما  گزینه گردش حساب را انتخاب میکنید برای بررسی تراکنشهای بیشتر از گزینه صورتحساب استفاده کنید "
"سقف انتقال وجه حساب به کارت  در بانکداری اینترنتی چقدر است ؟","صد ( 100 ) میلیون تومان نکته :چون مبتنی بر حساب است می توان 100 میلیون انتقال داد. شایان ذکر است  مقصد می بایست فقط کارت تجارت باشد."
"در بانکداری اینترنتی انتقال وجه به حساب دیگران به چه معناست ؟","منظور از انتقال وجه  به حساب دیگران همان انتقال وجه داخلی بین حساب های تجارت است "
"انتقال وجه به حساب های خودم در بانکداری به چه معناست ؟","منظور انتقال وجه مابین حساب های همان شخص است که 100 میلیون تومان است ولی این گزینه برای حقوقی ها نامحدود است "
"آیا انتقال وجه به حساب های تعریف شده  در حال حاضر امکان پذیر است ؟","در حال حاضر خیر"
"در صورت مغایرت در انتقال وجه حساب به حساب در بانکداری  اینترنتی چیست ؟","ابتدا در پنل فرانگر بررسی شود که آیا از حساب مشتری کسر شده است یا خیر و اگر کسر شده , آیا عودت داده شده است یا خیر /درصورتی که در پنل فرانگر کسر شده باشد و مشتری ادعا کند به مقصد نرسیده است به بانکداری اینترنتی ارجاع می دهیم .  همچنین می توان با استفاده از پنل فرانگر حساب مقصد را پیدا کرد و همان جا نیز حساب مقصد را بررسی کرد /در صورتی که به مقصد واریز شده باشد به مشتری اعلام شود و در صورت عدم انتقالبه کارشناسان سبا پردازش تماس را ارجاع می دهیم "
"آیا در بانکداری اینترنتی  انتقال وجه کارت  به کارت می توان انجام داد ؟","بله "
" در بانکداری اینترنتی چقدر می توان انتقال وجه داد ؟","در هر شبانه روز 10 میلیون تومان "
"در صورتی که انتقال وجه کارت به کارت از بانکداری اینترنتی انجام نشده باشد راه حل چیست؟","ابتدا از پنل فرانگر(پس از 72 ساعت )  می بایست چک شود آیا به حساب مشتری عودت داده شده است یا خیر اگر عودت اتفاق نیافتاده باشد  از TBS  تیکت کدینگ 103  تکمیل و برای اداره حسابداری خدمات نوین ارسال می شود ."
"سقف انتقال وجه ساتنا چقدر است ؟","در طول یک شبانه روز 100 میلیون تومان البته تراکنش های بالای 50 میلیون تومان تا سقف 100 میلیون تومان "
"زمانبندی انتقال وجه ساتنا از بانکداری اینترنتی   چگونه است ؟
","از طریق درگاه های غیر حضوری از 7:30 صبح تا 14:15    (بخشنامه 2101 مورخ   1401/03/01)       در صورتی که انتقال وجه ساتنا در محدوده زمانی مذکور انجام شود  , انتقال وجه ساتنا به صورت لحظه ای انجام  می شود .شایان ذکر است پس از ساعت مذکور امکان انتقال ساتنا وجود نداردر .همچنین در روزهای تعطیل رسمی و جمعه انتقال وجه ساتنا امکان پذیر نمی باشد .                                                  "
"آیا انتقال وجه ساتنا برای اتباع امکان پذیر است ؟","خیر  /( طی استعلام از اداره مبارزه با پولشویی , که این موضوع به دستور امنیت ملی به مدیرعامل بانک ها به صورت شفاهی بوده است لذا بخشنامه ای در این خصوص در دست نیست )"
"در صورت مغایرت انتقال وجه ساتنا در بانکداری اینترنتی چه کاری باید انجام داد ؟","ابتدا در پنل فرانگر بررسی شود که آی از حساب مشتری کسر شده است یا خیر و اگر کسر شده , آیا عودت داده شده است یا خیر /درصورتی که در پنل فرانگر کسر شده باشد و مشتری ادعا کند به مقصد نرسیده است به بانکداری اینترنتی ارجاع می دهیم."
"سقف انتقال وجه پایا چقدر است  ؟","حداکثر یک میلیارد ریال با رعایت سقف 500 میلیون ریال در هر تراکنش"
"زمانبندی انتقال وجه پایا ","وجه انتقالی از ساعت 3:45 صبح تا 10:45 ساعت  تا 11:15 -11 واریز میشود وجه انتقالی از ساعت 10:45 صبح تا 13:45ساعت 14-14:15 به بعد  واریز میشود وجه انتقالی از ساعت 13:45  تا 18:45ساعت-19:15- 19واریز میشود وجه انتقالی از ساعت 18:45  تا 3:45  ساعت-4:30- 4 واریز میشود                                             چرخه های انتقال در سامانه پایا بدون تغییر و کماکان دارای چهار چرخه  3:45 بامداد، 10:45 صبح ، 13:45 و 18:45  می باشد.بخشنامه 2101 مورخ   1401/03/01"
"آیا انتقال وجه پایااز حساب  اتباع امکان پذیر  است ؟"," بله فقط 10 مییلیون تومان "
"انتقال وجه از بانکداری اینترنتی با چه رمزی امکان پذیر است ؟","رمز  پیامکی ( ارسال به شماره همراه  یا رمز  توکنی ( همراز ) "
"آیا انتقال وجه گروهی در بانکداری اینترنتی امکان پذیر است ؟ ","بله انتقال وجه داخلی ( حساب به حساب ) و انتقال وجه پایا گروهی "
"در صورت مغایرت انتقال وجه پایا در بانکداری اینترنتی چه کاری باید انجام داد ؟","ابتدا در پنل فرانگر بررسی شود که آی از حساب مشتری کسر شده است یا خیر و اگر کسر شده , آیا عودت داده شده است یا خیر /درصورتی که در پنل فرانگر کسر شده باشد و مشتری ادعا کند به مقصد نرسیده است به بانکداری اینترنتی ارجاع می دهیم."
"آیا در بانکداری اینترنتی امکان ثبت چک برای مشتریان حقیقی وجود دارد ؟","بله  "
"نحوه ثبت چک برای مشتریان حقیقی در بانکداری اینترنتی چگونه است ؟","از منوی سمت راست گزینه عملیات صیادی /چک های صادره /ثبت و صدور چک جدید را زده /شماره صیادی چک را وارد کرده /پس از استعلام گیری از سامانه پیچک مبلغ و تاریخ سررسید و سپس اطلاعات ذینفع را وارد می نماید  و در صورتی که مشتری حقیقی باشد. پس ثبت همه اقلام ستاره دار و  درج  رمز پیامکی یا توکنی  , گزینه تایید و ثبت را می زندو چک ثبت می شود."
"آیا برای ثبت چک در بانکداری اینترنتی نیاز به مز  پیامکی بانکداری اینترنتی می باشد ؟     بله باید رمز پیامکی بانکداری اینترنتی داشته باشند .","بله "
"آیا در بانکداری اینترنتی امکان ثبت  برای مشتریان حقوقی  وجود دارد ؟","بله"
"آیا  برای ثبت چک برای حساب های حقوقی امضا داران می بایست  این کار را انجام دهند ؟","حسب درخواست شخص حقوقی،عملیات صیادی با تفویض اختیار به کاربر ( کاربر امین )  نیزتوسط کاربران صورت می پذیرد."
"چطور  امضا داران می توانند به کاربران امین تفویض اختیار نمایند ؟","این موضوع در سامانه ORM  از داخل شعب انجام می شود متعاقب تفویض مذکور، کاربران معرفی شده می توانند عملیات ثبت صدور، تایید و انتقال هر برگ چک را در اینترنت بانک حقوقی انجام دهند."
"نحوه ثبت چک در بانکداری اینترنتی  برای مشتریان حقوقی چگونه است ؟","برای مشتریان حقوقی پس از ثبت مشخصات ذینفع , یا کاربر امضادار و یا کاربر ی که به آن تفویض اختیار شده است( کاربر امین )  گزینه انتخاب امضا داران را می زند و اسامی همه امضا داران را به کاربر نمایش می دهد و کاربرامین  باید تمامی اسامی امضاداران را از مدیرعامل ( مهر و امضا ) و بقیه اعضای هیئت مدیره امضا را انجام دهد و سپس ادامه و در نهایت  مجددا استعلام گیری از سامانه پیچک انجام می شود, و سپس بعد از  ورود رمز پیامکی /توکنی ,  چک ثبت می شود .توجه کنید ممکن است در همه این مراحل گاهی خطای سامانه پیچک را مشتری دریافت نماید که ممکن است پیچک از بانک مرکزی و یا پیچک بانک تجارت  قطع باشد ( این موضوع را لطفا از کارشناسان بانکداری اینترنتی استعلام بگیرید )"
"گزینه چک های وارده به چه منظوری است ؟","این گزینه برای تأیید چک  می باشد در واقع این گزینه برایم مشتریانی است  است که ذینفع چک می باشند . در این قسمت نیازی به ورود شماره سریال /سری چک نیست تنها با شماره صیادی می توان  چک را استعلام گرقت و در نهایت با رمز پیامکی ( بانکداری اینترنتی ) یا رمز توکنی  چک را رد یا تأیید کرد . شایان ذکر است برای مشتریان حقوقی مراتب تأیید چک همانند صدور آن است .  صادقی پری "
"گزینه انتقال چک های وارده  چه کارکردی دارد ؟","پس از اینکه ذینع چک , چک را تایید کرد جهت انتقال به شخص دیگری می بایست از این گزینه استفاده کند .در این جا  نیز  جهت انتقال نیاز به رمز پیامکی یا رمز توکنی بانکداری اینترنتی است .   صادقی پری "
"گزینه استعلام چک های صیاد در بانکداری اینترنتی برای چیست ؟","طی پیگیری از کارشناسان بانکداری اینترنتی اعلام کردند در حال حاضر این خدمت در بانکداری اینترنتی فعال نمی باشد."
"پرداخت قبض از بانکداری اینترنتی از چه طریقی امکان پذیر است ؟","با شناسه قبض و شناسه پرداخت "
"آیا پرداخت قبوض گروهی در بانکداری اینترنتی امکان پذیر است ؟","بله "
"خرید شارژ در بانکداری اینترنتی به چند روش امکان پذیر است ؟","کد شارژ /شارژ مستقیم "
"آیا مشاهده سوابق خرید شارژ  از بانکداری اینترنتی مکان پذیر است  ؟","بله "
"آیا انتقال وجه شناسه دار در بانکداری اینترنتی امکان پذیر است ؟","بله به سایر حساب های بانک  تجارت امکان پذیر است "
"پرداخت دو شناسه ای در بانکداری اینترنتی برای چیست ؟","جهت انتقال به برخی سازمان ها و ارگان ها "
"آیای مشتری می تواند تراکنش انجام شده  در بانکداری اینترنتی را بازیابی کند ؟","بله از گزینه مدیریت /کارتابل تراکنش ها /تراکنش های خاتمه یافثته و در جریان  قابلیت بازیابی دارد ."
"سرویس بانک پرداخت در بانکداری اینترنتی برای چه خدماتی است ؟","بانک پرداخت سرويسي است که امکان پرداخت قبوض شرکت های خدماتي را به صورت خودکار فراهم مي سازد. مشتری مي تواند در اين خدمت به بانک، مجوز برداشت از حساب بانک تجارت خود را جهت پرداخت انواع قبوض شرکتهای خدماتي )آب، برق، گاز، تلفن، تلفن همراه(، بيمه و ... را از طريق سرويس بانک پرداخت، صادر مي نمايد.شرکتها و موسسات صادر کننده قبض و فاکتور با استفاده از اين سرويس مي توانند پرداخت صورتحساب ها را برای مشتريان خود تسهيل نمايند.در حال حاضر در سرويس بانک پرداخت امکان پرداخت قبوض تلفن همراه اول، در قالب يک دستور پرداخت فراهم شده به نحوی که با فعالسازی سرويس از سوی مشتری، بانک نسبت به برداشت مبلغ قبض صادر شده    توسط شرکت همراه اول، از حساب تجارت مورد نظر مشتری اقدام مي نمايد. مشتريان ميتوانندمطابق فرآيندذيل اقدام نمايند : 1- ورود به درگاه اينترنت بانک تجارت و انتخاب گزينه بانک پرداخت از منوی مديريت قبوض - 2 انتخاب شماره حساب از نوع آنلاين . - 3 انتخاب حساب مقصد و يا انتخاب شرکت / سازمان )فعلأ همراه اول( و درج شماره تلفن همراه . ( صادقی پری ) در صورتیکه در تعریف قبوض و یا اعمال آن مشکلی بوجود بیید تماس می بایست به کارشناسان بانکداری اینترنتی ارجاع شود "
"سرویس دستور پرداخت دوره ای در بانکداری اینترنتی  چه خدماتی ارائه می کند ؟","برای مشتریانی است که می خواهند در یک تاریخ مشخص , مبلغ مشخصی را به شماره حساب مشخصی واریز شود در اینصورت با تعریف همه موارد گفته شده و ذخیره آن بدون اینکه مشتری بخواهد در تاریخ موردنظر عملیاتی انجام دهد , مبلغ مورد نظر به صورت خودکار  از حساب وی کسرو به حساب مقصد واریز می شود . در صورت بروز مشکل در تعریف یا اعمال دستور پرداخت می توانیم تماس را به بانکداری اینترنتی ارجاع دهیم "
"خدمات بدون کارت در بانکداری اینترنی  چه سرویسی است ؟","مشتریان به منظور دریافت وجه نقد از خودپرداز بدون نیاز به کارت، می توانند درخواست خود را در سامانه بانکداری اینترنتی ثبت و روزانه تا سقف دو میلیون ریال بدون کارت از خودپرداز وجه نقد دریافت نمایند.شایان ذکر است اطی پیگیری انجام شده از کارشناسان بانکداری اینترنتی این خدمت فعلا فعال نمی باشد."
"خدمات PG  شامل چه سرویس هایی می شود ؟","انتقال وجه کارت به کارت /پرداخت قبوض /مانده حساب کارت /مسدود نمودن کارت /مدیریت ارسال پیامک لحظه ای /خرید شارژ ( همراه اول و ایرانسل ) خدمات بدون کارت ( در حال حاضر فعال نمی باشد ) پرداخت های شناسه دار / پرداخت های دو شناسه ای /کمک های مردمی دریافت شماره حساب از کارت /غیر فعالسازی رمز دوم "
"کارت والد گرفتم چطور از بانکداری اینترنتی می توان ا ستفاده  کنم؟","کارت والد می تواند از خدمات بانکداری اینترنتی استفاده نماید اما کارت های زیر گروه باید از خدمات درگاه پرداخت اینترنتی استفاده نمایند ..بخشنامه شماره 6105 مورخ 1401/11//3 "
"آیا کارت های فرزند  (زیر مجموعه کارت های گروهی )  می توانند از خدمات بانکداری اینترنتی استفاده کنند ؟","خیراین دسته از مشتریان می بایست از خدمات PG  استفاده کنند ."
"کارت های فرزند چطور می توانند از خدمات PG  استفاده کنند ؟","مراجعه شخص دارنده کارت و یا شخص والد و درخواست رمز مدیریت كارت زیرمجموعه "
"خدمات PG  برای  کارت های فرزند چیست ؟","اعلام مانده قابل برداشت كارت - تاریخچه تغییرات سیاست های شارژ - مشاهده سوابق شارژ: در این بخش کاربر امکان مشاهده شارژ و شارژهای انجام شده بر روی کارت خود راخواهد داشت. - صورتحساب - گزارش شارژ و تراكنش: با انتخاب این گزینه کاربر سرجمع تراکنش های شارژ، دشارژ، بستانکاری و بدهکاری کارت، در بازه تعیین شده را خواهد داشت. - ارسال ایمیل: با انتخاب این گزینه کاربر می تواند صورت حساب کارت خود را از طریق پست الکترونیکی ایمیل در بازه زمانی تعیین شده در قالب فایل اکسل دریافت نماید. "
"نحوه ثبت نام تلفن بانک به چه صورت است ؟","از طریق مراجعه حضوری  به شعب بانک تجارت با کارت شناسایی  متقاضی انجام می گردد .  "
"آیا می توان خدمات تلفنبانک را بصورت غیر حضوری فعال کرد ؟","خیر در حال حاضر این امکان وجود ندارد."
"آیا می توان برای ثبت نام تلفنبانک به همه شعب بانک تجارت مراجعه نمود ؟","بله "
"آیا  همه افراد می توانند از خدمات تلفنبانک استفاده نمایند ؟","خیر افراد زیر 12 سال نمی توانند از خدمات الکترونیکی استفاده نمایند. "
"برای ارتباط با تفنبانک چه شماره ای باید گرفته شود ؟","شماره تلفنبانک تجارت 81277 و 1554 ( شماره 1 )  است ."
"آیا از شهرستان ها  هم باید مشتریان با همین شماره تماس بگیرند ؟"," سایر استان ها به غیر از تهران نیز شماره تلفنبانک متمرکز دارند که مشتری با شماره گیری آنها به صورت اتوماتیک به شماره تلفنبانک 1554 متصل  می شود ."
"شعب بعد از ثبت نام تلفنبانک چه رمزهایی را به مشتری ارائه می کند ؟","      ( خدمات ویژه )  PIN2 وPIN1شایان ذکر است این رمزها مبتنی بر حساب است و هنگام ورود به تلفنبانک ابتدا باید شماره حساب راوارد کرد و سپس رمز اول و پس از با انتخاب کلید شماره 5 و ورود به خدمات غیر حضوری پین 2 رار وارد نمود ."
"در صورت فراموشی رمز عبور تلفن بانک چه اقدامی  انجام شود ؟ ","در صورت فراموشی رمز ، مشتری باید به یکی از  شعب  مراجعه نماید ."
"نحوه ورود به تلفن بانک به چه صورت است ؟","با استفاده از شماره حساب و PIN1 یا شماره کارت  وپویا کارت "
"آیا برای ورود به تلفنبانک فقط باید شماره حساب وارد کرد ؟","برای استفاده از خدمات مبتنی بر حساب باید حتما اشماره حساب و پین 1 را وارد نمود اما خدمات مبتنی بر کارت نیاز به رمز ورود ندارد ."
"خدمات تلفنبانک مبتنی بر حساب کدامند ؟","با پین 1  ( سرویس های عادی )  : تغییر رمز /اعلام موجودی /اطلاع از سه گردش آخر /فاکس /فعالسازی پیامک لحظه ای  / دریافت شماره شبا /دریافت کارت متصل به حساب /ورود به سامانه خرید شارژ  / با پین 2  (سرویس ویژه ) : مشتری با انتخاب کلید شماره 5 از منوی اصلی وارد خدمات غیرحضوری شده و می تواند خدمات ذیل را دریافت نماید : پرداخت قبوض /پرداخت اقساط / انتقال شناسه دار سازمانی  /پیگیری وضعیت چک /پیگیری پرداخت های غیر حضوری /مسدودی خدمات غیر حضوری/تغییر رمز خدمات غیر حضوری "
" انتقال وجه در خدمات تلفنبانک چگونه است ؟","فقط بین حساب های تجارت امکان پذیر است  لذا انتقال وجه شتابی و پایا و ساتنا از تلفنبانک امکان پذیر نمی باشد ."
"سقف انتقال وجه بین حساب های تجارت چقدر است ؟","سه میلیون تومان"
"آیا در حال حاضر انتقال وجه به حساب های تعریف شده در تلفنبانک امکان پذیر است ؟","خیر"
"پرداخت اقساط در تلفنبانک چگونه است ؟","مشتری می بایست برای پرداخت اقساط در تلفنبانک توسط شناسه قبض و شناسه پرداختی که در شعبه برای هر قسط اختصاص داده شده است اقدام نماید ."
"آیا حساب های ارزی می توانند از خدمات مبتنی بر حساب استفاده کنند ؟"," بله /خدمات قابل ارائه توسط سیستم تلفنبانک ارزی شامل سرویسهای اعلام موجودی، سه گردش آخر حساب ودریافت صورتحساب از طریق دورنگار می باشد ."
"مشتری ارزی برای دریافت خدمات تلفنبانک باید به کجا مراجعه کند ؟","واحد ارزی که در آن حساب دارد ."
"آیا خدمات سرویس های  ویژه  تلفن بانک به  اشخاص حقوقی ارایه می گردد ؟ ","خیر -  مشتریان حقوقی فقط می توانند از  سرویس های عادی ( صورتحساب و موجودی  )  استفاده نمایند."
"مشتریان با حساب مشترک از کدام سرویس های تلفنبانک می توانند استفاده نمایند ؟","سرویس های عادی ( موجودی و دریافت صورتحساب )"
"خدمات تلفنبانک مبتنی بر کارت کدامند ؟","اعلام موجودی - پرداخت قبوض - پیگیری قبوض - اعلام مفقودی کارت - دریافت شماره حساب اصلی متصل به کارت - غیر فعال سازی رمز دوم کارت - انتقال شناسه دار به حساب سازمان ها "
"برای استفاده از خدمات مبتنی بر کارت چه رمزی باید وارد کنیم ؟","موجودی (پویا ) انتقال وجه شناسه دار و پرداخت قبوض در صورتی که بالاتر از 100 هزار تومان باشد پویا و متر از آن می توان از رمز دوم ثابت استفاده کرد ./اعلام مفقودی کارت و غیر فعالسازی رمز دوم کارت ( رمز دوم ثابت /پویا ) /دریافت شماره حساب از کارت ( پویا )"
"آیا دارندگان کارت های عضو شتاب می توانند از حدمات مبتنی بر کارت استفاده نمایند ؟","در بخشنامه 6201 اشاره شده است به غیر از مفقودی کارت و دریافت شماره حساب از کارت، بقیه خدمات قابل ارائه است .اما با پیگیری از کارشناسان تلفنبانک اعلام کردند فقط پرداخت قبوض برای ایشان فعال می باشد .   "
"در صورتی که انتقال وجه ( داخلی /شناسه دار ), پرداخت اقساط و پرداخت قبوض از تلفنبانک  ناموفق باشد چه کاری باید انجام دهیم ؟","ابتدا از پنل فرانگر چک می کنیم که حتما از تلفنبانک تجارت باشد شایان ذکر است کد شعبه صادر کننده تلفنبانک ( 99991 ) می باشد و در صورتی وجه مورد نظر کسر شده باشد  اما عودت داده نشده باشد و طی ادعای مشتری  نیز  عملیات انجا م نشده باشد می بایست تیکت تراکنش را برای تلفنبانک ارسال کنیم .   "
"هنگام استفاده از خدمات با مشکل مواجه میشوم  چرا ؟","ابتدا باید پیغام خطای مشتری را بررسی کرد در صورتی که  همه موارد با شرایط تلفنبانک  ( نوع  انتقال ( حتما باید داخلی باشد ) , سقف انتقال ( بیش از 3 میلیون نمی تواند باشد )  , ورود رمز   ( حساب با پین شعبه و کارت با رمز دوم یا پویا )  و ....)  مطابقت داشت ,  برای بررسی مشکل تیکت خطای مربوطه را تهیه کرده و برای تلفنبانک از طریقTBS     ارسال می کنیم .   "
"امکان ورود  ( مبتنی بر حساب ) به تلفن بانک را ندارم  چرا ؟","ممکن است تلفنبانک دچار اختلال کلی شده باشد که مشتری  را راهنمایی می کنیم در بازه دیگری امتحان نمایند . همچنین رمز ورود به تلفنبانک را با مشتری چک می کنیم که حتما از شعبه دریافت کرده باشد و اشتباها رمز خدمات دیگر را وارد نکند همچنین رمز ورود را با رمز خدمات غیر حضوری ( پین 2 ) جابجا وارد نکند  در صورتی که همه موارد درست بود , تیکت مربوطه را برای تلفنبانک تهیه و ارسال می کنیم .  "
" آدرس سایت باشگاه مشتریان بانک تجارت چیست ؟ ","آدرس اینترنتی  باشگاه مشتریان بانک تجارت  club.tejaratbank.ir می باشد . "
"چگونه می توانم عضو باشگاه مشتریان بانک تجارت شوم؟","مراحل ثبت نام در باشگاه مشتریان طی 4 مرحله انجام میشود. مرحله اول: وارد نمودن کد ملی مرحله دوم: ثبت شماره تلفن همراه و وارد نمودن کد فعال سازی مرحله سوم: تعیین رمز ورود مرحله چهارم: احراز هویت حساب بانکی مشتری"
"چگونه می توانم وارد حساب کاربری خود در باشگاه مشتریان بانک تجارت شوم؟","عضو محترم باشگاه مشتریان بانک تجارت شما می توانید بر روی گزینه ورود/ عضویت در صفحه اصلی سایت کلیک و با وارد کردن کد ملی و رمز عبور وارد حساب کاربری خود شده و از امتیازات، خدمات باشگاه و ... مطلع گردید."
"رمز عبور خود را برای ورود به حساب کاربری باشگاه مشتریان فراموش نموده ام ، چگونه می توانم رمز جدید دریافت کنم؟","چنانچه رمز عبور خود را برای ورود به حساب کاربری باشگاه فراموش کرده اید برروی گزینه ورود/ عضویت کلیک و گزینه  فراموشی رمز عبور را انتخاب نمائید. بازیابی رمزعبور از طریق پیامک : در این قسمت با وارد کردن کد ملی و شماره تماس، کد تائید دریافت می کنید و با وارد کردن کد تائید امکان تعریف رمز عبور با ویژگی های خاص برای شما میسر می گردد."
" آیا برای ورود به هر یک حساب ها جهت عضویت در باشگاه مشتریان ، نیاز به  اخذ رمز مجزا می باشد ؟","خیر! در قسمت حساب کاربری من حساب بانکی می توانید هر تعداد حساب های قابل عضویت خود را به باشگاه مشتریان اضافه نمایید."
"چگونه می توانم پروفایل کاربری ام را تغییر دهم؟","شما در قسمت حساب کاربری من امکان ثبت و ویرایش اطلاعات شخصی و پروفایل خود را در زمینه های زیر دارید : اطلاعات شخصی: در این قسمت امکان درج اطلاعات شخصی و پایه ای عضو می باشد مثل جنسیت، تاریخ تولد، وضعیت تاهل، تاریخ ازدواج و ... حساب بانکی: در این قسمت می توانید حساب های بانکی عضو در باشگاه مشتریان را مشاهده و یا دیگر حساب های مورد تائید خود را به پروفایلتان اضافه کنید. تماس: در این قسمت اطلاعات ارتباطی مثل: شماره تلفن همراه، پست الکترونیک و آدرس و اطلاعات محل سکونت را ثبت و یا اصلاح نمائید. تخصص: در این قسمت میزان تحصیلات و اطلاعات شغلی خود را ثبت و یا اصلاح نمایید. علایق: در این قسمت می توانید فعالیت های مورد علاقه خود را در زمینه های مختلف ورزشی، فرهنگی و هنری، اقتصادی و ... انتخاب نمایید. رمز عبور: در این بخش می توانید رمز عبور جدید برای خود انتخاب نمائید."
" در صورت مسدودی حساب کاربری چه اقدامی انجام شود ؟","زمانی که کاربر چندین بار رمز عبور خود را به اشتباه وارد کند حساب کاربری به مدت 15 دقیقه مسدود می شود و می بایستی پس از زمان مذکور مجددا اقدام به بازیابی رمز جدید و یا درج رمز فعلی نماید. اگر برای بار دوم نیز حساب کاربری مسدود شود، زمان رفع مسدودی به صورت تصاعدی افزایش یافته و 30 دقیقه می شو"
" آیا امتیاز تراکنش هایی که قبل از عضویت در باشگاه انجام داده ام،جزء امتیازات من لحاظ می شود؟","خیر، امتیازات از تاریخ عضویت به بعد در باشگاه برای شما محاسبه می گردد."
" محاسبه و صرف امتیازات برای کدام دسته از مشتریان انجام می گیرد؟","محاسبه و صرف امتیازات فقط برای مشتریان حقیقی و دارندگان حسابهای انفرادی انجام می گیرد."
